ID,Sampling day,Season,Species code,Incub. Container,Vol. pre-filtered water (L),# indiv.,Incub. Start time (24h),Incub. End time (24h),Time elapsed (min),Incub. Temperature,Group dry mass (g),Ind. wet.dry mass (g),Ind. dry mass (g),Notes,SRP (ug/L),P excretion (ug),P excretion rate (ug/h/ind),NH4 (ug/L),N excretion (ug),N excretion rate (ug/h/ind),TDP (ug/L),P excretion 2 (ug),P excretion rate 2 (ug/h/ind),TDN (ug/L),N excretion 2 (ug),N excretion rate 2 (ug/h/ind),%C tissue,%N tissue,%P tissue,C:N,C:P,N:P,d13C,d15N,pH,Specfic Conductance ( µS),Conductivity ( µS),TDP (ug/L),TDN (ug/L),NO3 (ug/L),Chlorophyll-a (ug/L),K (ug/L),Ca (ug/L),V (ug/L),Mn (ug/L),Fe (ug/L),Cu (ug/L),Zn (ug/L),Sr (ug/L),Mo (ug/L),Ba (ug/L),DOC (mg/L),A254,A280,A350,A440,S275to295,S350to400,SR,BA,FI,HIX,HIX.ohno,PeakA,PeakB,PeakC,PeakD,PeakE,PeakM,PeakN,PeakP,PeakT,C1,C2,C3,C4,C5,C6,C7,C.SUM,C1.PER,C2.PER,C3.PER,C4.PER,C5.PER,C6.PER,C7.PER
270,FD2,F,YP,1L WP,0.3,1,13.39,14.12,33,15.9,7,7,1.75,,19.5203445,2.184308775,3.9714705,99.89273,27.0010485,49.09281545,18.41319365,1.645842538,2.992440979,627.3118803,-5.89020345,-10.70946082,38.52801778,11.6841471,NA,3.297460862,NA,NA,-19.3745405,9.462727626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,FD3,F,GS,1L WP,0.3,1,19.09,20.00,51,16.8,8,8,2,,434.465466,126.6678452,149.0209944,419.20697,122.7953205,144.4650829,350.2416489,101.1943791,119.0522107,3479.246605,849.6902138,999.6355457,44.83005899,11.90178515,NA,3.766666799,NA,NA,-22.10379118,11.3334365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,FD3,F,GS,1L WP,0.3,1,19.12,20.03,51,16.8,9,9,2.25,,196.373358,55.24021283,64.98848568,310.92887,90.3118905,106.2492829,183.0924456,51.04961813,60.05837427,1602.681783,286.7207675,337.31855,48.22642575,10.66434507,NA,4.522211673,NA,NA,-18.24567766,10.69019591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,FD3,F,GS,1L WP,0.3,1,19.13,20.04,51,16.8,9,9,2.25,,281.3432145,80.73116978,94.97784679,532.13564,156.6739215,184.3222606,238.6188505,67.70753958,79.65592892,1919.299366,381.7060424,449.0659322,46.80955727,12.78758758,NA,3.660650574,NA,NA,-22.26662715,11.60883002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,FD3,F,GS,1L WP,0.3,1,19.14,20.05,51,16.8,6,6,1.5,,216.475863,61.27096433,72.08348744,249.57128,71.9046135,84.59366294,176.4900758,49.0689072,57.72812611,1619.665483,291.8158772,343.3127968,44.1399152,12.61703921,NA,3.498436873,NA,NA,-19.47843584,11.45736358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,FD3,F,BB,1L WP,0.3,1,19.15,20.06,51,16.8,12,12,3,,91.350027,23.73321353,27.92142768,421.149,123.3779295,145.1505053,78.40451042,19.64323757,23.10969126,1162.114896,154.5507012,181.8243544,44.04375031,12.26263845,NA,3.591702592,NA,NA,-15.22671882,9.214873453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,FD3,F,GS,1L WP,0.3,1,19.16,20.07,51,16.8,10,10,2.5,,267.6146745,76.61260778,90.13247974,551.26379,162.4123665,191.0733724,220.8542008,62.37814469,73.38605258,1913.31086,379.9094906,446.9523419,49.66945443,12.9585743,NA,3.832941286,NA,NA,-26.52134115,13.48839083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,FD3,F,GS,1L WP,0.3,1,19.18,20.09,51,16.8,6,6,1.5,,294.0911445,84.55554878,99.47711621,330.88601,96.2990325,113.2929794,232.8714638,65.98332359,77.62743951,1934.392814,386.2340766,454.3930313,47.73912412,13.00332995,NA,3.671299915,NA,NA,-20.86603804,11.19180554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,FD3,F,GS,1L WP,0.3,1,19.19,20.10,51,16.8,9,9,2.25,,408.6263925,118.9161232,139.9013214,557.5785,164.3067795,193.3020935,320.6022335,92.30255448,108.5912406,2307.603566,498.1973022,586.1144731,44.20551965,11.69570902,NA,3.779635725,NA,NA,-21.95693911,7.493663924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,FD3,F,GS,1L WP,0.3,1,19.20,20.12,52,16.8,14,14,3.5,,239.4711675,68.16955568,78.65717963,422.7477,123.8575395,142.9125456,244.1287418,69.36050698,80.0313542,2109.853379,438.8722461,506.3910531,52.17013435,11.13530936,NA,4.685108664,NA,NA,-26.1976672,5.007253815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,FD3,F,GS,1L WP,0.3,1,19.21,20.13,52,16.8,7,7,1.75,,186.9104715,52.40134688,60.46309255,309.0471,89.7473595,103.5546456,166.7052688,46.13346509,53.23092126,1603.667855,287.0165889,331.1729871,43.89316388,12.24556131,NA,3.584414203,NA,NA,-23.49838633,12.00126579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,FD3,F,GS,1L WP,0.3,1,19.23,20.14,51,16.8,5,5,1.25,,170.681376,47.53261823,55.92072732,246.41115,70.9565745,83.47832294,146.9456586,40.20558201,47.30068472,1453.301508,241.9066848,284.5960998,43.38763956,13.05696786,NA,3.322949096,NA,NA,-21.17872305,12.22354771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,FD3,F,GS,1L WP,0.3,1,19.24,20.15,51,16.8,10,10,2.5,,222.163401,62.97722573,74.09085379,348.54045,101.5953645,119.5239582,205.2745081,57.70423688,67.8873375,1611.45172,289.3517484,340.4138217,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,FD3,F,GS,1L WP,0.3,1,19.26,20.16,50,16.8,8,8,2,,266.8301865,76.37726138,91.65271365,355.08075,103.5574545,124.2689454,264.5533389,75.48788612,90.58546335,1834.651681,356.3117368,427.5740842,44.00341778,12.32,NA,3.572392975,NA,NA,-24.23,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,FD3,F,GS,1L WP,0.3,1,19.27,20.18,51,16.8,11,11,2.75,,260.30913,74.42094443,87.55405226,347.53425,101.2935045,119.1688288,225.5566081,63.78886687,75.04572573,1878.326301,369.4141228,434.6048504,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,FD3,F,GS,1L WP,0.3,1,19.28,20.19,51,16.8,13,13,3.25,,270.2623215,77.40690188,91.06694338,586.2552,172.9097895,203.4232818,273.7681572,78.2523316,92.06156659,2435.198068,536.4756528,631.1478269,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,FD3,F,GS,1L WP,0.3,1,19.29,20.20,51,16.8,9,9,2.25,,280.117452,80.36344103,94.54522474,305.5254,88.6908495,104.3421759,189.409821,52.94483075,62.28803618,1674.224868,308.1836928,362.5690504,48.05408611,12.83437461,NA,3.744170447,NA,NA,-22.14,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,FD3,F,GS,1L WP,0.3,1,19.38,20.23,45,16.8,7,7,1.75,,303.9953055,87.52679708,116.7023961,345.7734,100.7652495,134.353666,219.476728,61.96490284,82.61987046,1654.315563,302.2109015,402.9478686,50.11416914,14.07007609,NA,3.561755374,NA,NA,-19.30,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,FD3,F,GS,1L WP,0.3,1,19.39,20.25,46,16.8,4,4,1,,164.993838,45.82635683,59.7735089,214.4643,61.3725195,80.05111239,141.245771,38.49561574,50.2116727,1276.203997,188.7774316,246.2314325,43.11997022,12.90482821,NA,3.341382738,NA,NA,-24.18,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,FD3,F,LB,4L WP,6,1,19.46,20.30,44,16.8,887,887,221.75,,163.915167,910.0551105,1240.984242,704.39992,4167.06411,5682.36015,127.8985342,689.8288943,940.6757649,1714.180521,6403.407775,8731.919693,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,FD3,F,NP,4L WP,2,1,19.51,20.31,40,16.8,80,80,20,,30.84639,37.2141495,55.82122425,194.2952,368.81193,553.217895,31.28543977,36.71677582,55.07516373,679.2610463,64.6303089,96.94546334,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,FD3,F,BB,4L WP,2,1,19.47,20.32,45,16.8,113,113,28.25,,82.328415,140.1781995,186.904266,416.02232,812.26617,1083.02156,64.91477648,103.9754493,138.6339323,1200.511058,1107.130333,1476.173777,42.59,12.4182614,NA,3.43,NA,NA,-14.28,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,FD3,F,BB,1L WP,0.3,1,19.52,20.34,42,16.8,6,6,1.5,,59.0389275,14.03988368,20.05697668,580.2178,171.0985695,244.4265279,56.07995073,12.94586966,18.49409952,936.4868869,86.86229853,124.0889979,46.89,11.79598679,NA,3.97,NA,NA,-13.50,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,FD3,F,BB,1L WP,0.3,1,19.53,20.36,43,16.8,13,13,3.25,,92.330637,24.02739653,33.5265998,483.96152,142.2216855,198.4488635,76.07705632,18.94500134,26.43488559,1363.812655,215.0600289,300.0837613,42.38,13.02823489,NA,3.25,NA,NA,-16.52,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,FD3,F,LB,4L WP,6,1,20.59,21.46,47,16.8,693,693,173.25,,31.140573,113.4075465,144.7755913,479.84955,2819.76189,3599.69603,34.51537606,129.5299452,165.3573769,1597.849119,5705.419361,7283.514078,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,FD3,F,LB,4L WP,5,1,21.01,21.48,47,16.8,562,562,140.5,,447.6546705,2177.076776,2779.246948,464.75655,2274.336575,2903.408394,321.9322072,1545.025777,1972.373332,1831.63818,5923.461443,7561.865672,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,FD3,F,LB,4L WP,5,1,21.04,21.49,45,16.8,501,501,125.25,,30.258024,90.09354375,120.124725,638.9648,3145.377825,4193.8371,37.03282641,120.5288728,160.7051637,1287.787157,3204.206325,4272.275099,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,FD3,F,LB,4L WP,2,1,21.07,21.50,43,16.8,307,307,76.75,,139.7431305,255.0076305,355.8246007,785.44172,1551.10497,2164.332516,104.7664905,183.6788772,256.2961078,1934.161595,2574.431407,3592.22987,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,FD3,F,LB,4L WP,5,1,21.15,21.52,37,16.8,472,472,118,,65.2167705,264.8872763,429.5469345,497.24896,2436.798625,3951.565338,60.06987204,235.7141009,382.2390826,1124.852396,2389.532521,3874.917602,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,FD3,F,LB,4L WP,5,1,21.15,21.53,38,16.8,575,575,143.75,,74.777718,312.6920138,493.7242322,464.16988,2271.403225,3586.426145,71.04215563,290.5755189,458.8034509,1314.602038,3338.280729,5270.969572,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,FD3,F,WE,4L WP,5,1,21.16,21.54,38,16.8,381,381,95.25,,114.982728,513.7170638,811.1322059,283.36606,1367.384125,2159.027566,113.6488153,503.6088171,795.1718165,1368.686205,3608.701564,5697.949837,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,FD3,F,LB,4L WP,5,1,21.21,21.55,34,16.8,552,552,138,,31.630878,96.95781375,171.1020243,444.12945,2171.201075,3831.531309,42.82771211,149.5033013,263.8293552,1360.629542,3568.418252,6297.208681,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,FD3,F,GS,4L WP,6,1,21.25,21.57,32,16.8,359,359,89.75,,155.187738,857.6905365,1608.169756,210.69105,1204.81089,2259.020419,206.69948,1162.634569,2179.939817,1659.647469,6076.209464,11392.89275,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,FD3,F,LB,4L WP,5,1,21.29,21.58,29,16.8,513,513,128.25,,40.848612,143.0464838,295.9582422,282.3828,1362.467825,2818.898948,42.78021305,149.265806,308.8258055,1118.138168,2355.961382,4874.402858,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,FD3,F,LB,4L WP,5,1,21.30,22.00,30,16.8,380,380,95,,40.260246,140.1046538,280.2093075,378.44345,1842.771075,3685.54215,43.20770462,151.4032638,302.8065276,1256.386074,3047.200908,6094.401817,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,FD3,F,LB,4L WP,5,1,21.32,22.02,30,16.8,405,405,101.25,,32.611488,101.8608638,203.7217275,435.79056,2129.506625,4259.01325,40.2627627,136.6785542,273.3571085,1173.239833,2631.469708,5262.939416,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,FD3,F,LB,4L WP,2,1,21.34,22.03,29,16.8,243,243,60.75,,87.5746785,150.6707265,311.7325376,580.77488,1141.77129,2362.285428,71.61214439,117.3701851,242.8348657,1341.566172,1389.240561,2874.290816,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,FD3,F,LB,4L WP,5,1,21.38,22.04,26,16.8,376,376,94,,34.376586,110.6863538,255.4300471,309.29865,1497.047075,3454.724019,35.7503517,114.1164992,263.3457675,1086.53717,2197.95639,5072.207054,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,FD3,F,LB,4L WP,5,1,21.40,22.05,25,16.8,380,380,95,,24.3253335,60.43009125,145.032219,405.60364,1978.572025,4748.57286,26.82052783,69.46737987,166.7217117,1075.998698,2145.264031,5148.633675,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,FD3,F,LB,4L WP,5,1,21.41,22.06,25,16.8,260,260,65,,25.4040045,65.82344625,157.976271,437.59816,2138.544625,5132.5071,45.01266902,160.4280858,385.027406,1185.774884,2694.14496,6465.947904,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,FD3,F,LB,4L WP,4,1,21.43,22.08,25,16.8,312,312,78,,25.2078825,51.874269,124.4982456,305.62112,1182.92754,2839.026096,30.8579482,71.72358537,172.1366049,1137.464303,1962.073646,4708.976751,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,FD3,F,CTL5,4L WP,4,1,23.21,0.09,48,16.8,NA,NA,NA,,13.3425015,4.412745,5.51593125,12.64935,11.04046,13.800575,13.80578452,3.514930674,NA,676.7872062,119.3652577,149.2065722,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,FD3,F,CTL6,1L WP,0.3,1,23.20,0.09,49,16.8,NA,NA,NA,,11.136129,-0.330955875,-0.405252092,7.12912,-0.8280345,-1.013919796,12.04831919,-0.263619801,NA,617.1045774,-8.95239433,-10.96211551,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
