ID,Sampling day,Season,Species.code,Incub. Container,Vol. pre-filtered water (L),Numb.ind,Incub. Start time (24h),Incub. End time (24h),Time elapsed (min),Temp,Group dry mass (g),Mass,Ind. dry mass (g),Notes,SRP (ug/L),P excretion (ug),P.excretion.rate,NH4 (ug/L),N excretion (ug),N.excretion.rate,TDP (ug/L)...22,P excretion 2 (ug),P.excretion.rate.t,TDN (ug/L)...25,N excretion 2 (ug),N.excretion.rate.t,BodyC,BodyN,BodyP,BodyCN,BodyCP,BodyNP,d13C,d15N,pH,Specfic Conductance ( µS),Conductivity ( µS),AmTDP,AmTDN,NO3 (ug/L),Chlorophyll-a (ug/L),K (ug/L),Ca (ug/L),V (ug/L),Mn (ug/L),Fe (ug/L),Cu (ug/L),Zn (ug/L),Sr (ug/L),Mo (ug/L),Ba (ug/L),DOC (mg/L),A254,A280,A350,A440,S275to295,S350to400,SR,BA,FI,HIX,HIX.ohno,PeakA,PeakB,PeakC,PeakD,PeakE,PeakM,PeakN,PeakP,PeakT,C1,C2,C3,C4,C5,C6,C7,C.SUM,C1.PER,C2.PER,C3.PER,C4.PER,C5.PER,C6.PER,C7.PER,Taxo.rank,massnorm.N.excr,massnorm.P.excr,massnorm.NP.excr,masscorr.N.excr,masscorr.P.excr,masscorr.NP.excr,massnorm.N.excr.t,massnorm.P.excr.t,massnorm.NP.excr.t,masscorr.N.excr.t,masscorr.P.excr.t,masscorr.NP.excr.t,log10.masscorr.N.excr,log10.masscorr.P.excr,log10.masscorr.NP.excr
111,SD2,S,YB,4L WP,4,1,10.28,10.58,30,26,NA,341,85.25,± 5g for the weight due to the wind,39.18437,124.36102,248.72204,563.3176,2157.6206,4315.2412,61.8449805,213.434385,426.86877,866.9042476,2688.011944,5376.023888,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,19.965454486467067,2.5561855849182784,3.5273874158649394,12.654666275659824,0.729390146627566,7.835327365647263,24.873409220792503,4.387049079067524,2.560525845248413,15.765465947214075,1.2518145747800586,5.687653739276751,1.1022506965862935,-0.13704010789114418,0.8940571463214031
112,SD2,S,YB,4L WP,5,1,10.3,11,30,26,NA,582,145.5,± 5g for the weight due to the wind,128.32811,601.169975,1202.33995,768.1456,3721.16575,7442.3315,195.514638,935.1412688,1870.282538,1245.466914,5252.828262,10505.65652,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,21.036190759925567,8.121968667094512,1.1696936508006008,12.78751116838488,2.065876202749141,2.7954264810745673,29.694860355652768,12.634011015145925,1.061466709188741,18.050956219931273,3.2135438797250857,2.536777168632434,1.1067860260254605,0.3151042929465236,0.4464480749229023
113,SD2,S,YB,4L WP,5,1,10.33,11.03,30,26,NA,444,111,± 5g for the weight due to the wind. Fish removed from the bag after 20min then out back for another 10min (took it out sooner than was supposed to),49.6395,207.726925,415.45385,1116.0906,5460.89075,10921.7815,77.943615,347.2861538,694.5723075,1439.775661,6224.371996,12448.74399,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,39.61881533040058,3.4707356837009358,5.15520910962894,24.59860698198198,0.9357068693693693,11.872359472930393,45.15787916424112,5.802514268554134,3.514662777031795,28.03771168918919,1.564352043918919,8.094208988944912,1.3909105137225624,-0.028860182195460164,1.0745370377619878
114,SD2,S,YB,4L WP,5,1,10.36,11.06,30,26,NA,483,120.75,± 5g for the weight due to the wind,40.44213,161.740075,323.48015,283.1234,1296.05475,2592.1095,115.3128435,534.1322963,1068.264593,639.6462831,2223.725107,4447.450215,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,8.70073671553262,2.529559075008138,1.5533794039945137,5.366686335403727,0.6697311594202898,3.618862229333681,14.928417713894394,8.353645179566737,0.8070567901100477,9.207971459627329,2.2117279358178057,1.8801764251194149,0.7297062129907559,-0.1740994949275089,0.5585720497622301
115,SD2,S,YB,4L WP,5,1,10.38,11.08,30,26,NA,504,126,± 5g for the weight due to the wind,19.68909,57.974875,115.94975,1175.9634,5760.25475,11520.5095,62.354892,269.3425388,538.6850775,1195.393206,5002.459721,10004.91944,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,37.18228936448635,0.8769164006170289,19.148919596739518,22.85815376984127,0.23005902777777776,44.87125450408892,32.29074284314029,4.074021541464344,3.5794892035516623,19.851030634920633,1.0688195982142858,8.387740636529344,1.3590411499459651,-0.6381607198556289,1.6519682116455594
116,SD2,S,LB,4L WP,5,1,11.19,11.49,30,26,NA,557,139.25,± 5g for the weight due to the wind,197.81935,948.626175,1897.25235,833.533,4048.10275,8096.2055,266.465181,1289.893984,2579.787968,1768.925667,7870.122029,15740.24406,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,23.82958882225473,13.26559293502609,0.8112528285321245,14.535377917414722,3.406198114901257,1.927182154217778,46.328313172354314,18.037883596331355,1.1599178973289654,28.258965996409337,4.631576244165171,2.755457970032425,1.1624263278377274,0.5322699042566965,0.2849227654249962
117,SD2,S,LB,4L WP,5,1,11.21,11.51,30,26,NA,392,98,± 5g for the weight due to the wind,58.2866,250.962425,501.92485,729.806,3529.46775,7058.9355,100.52541,460.1951288,920.3902575,1015.585903,4103.423209,8206.846418,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,28.721984451374045,4.623827154570726,2.8052992360817917,18.007488520408163,1.2804205357142857,6.351361871879245,33.39269996341669,8.478810055789912,1.7786191786108998,20.93583269897959,2.347934330357143,4.026898054341139,1.255453146590475,0.10735263085469146,0.8028668575797488
118,SD2,S,YB,4L WP,5,1,11.24,11.54,30,26,NA,673,168.25,± 5g for the weight due to the wind. Fish double bagged because spikes pierce holes in the first bag to make sure no water is leaking outside the bags,53.96305,229.344675,458.68935,405.495,1907.91275,3815.8255,79.935714,357.2466488,714.4932975,685.6579608,2453.783496,4907.566992,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,9.433818087217702,2.7645704123124992,1.5410835462529442,5.669874442793462,0.6815592124814265,3.7569567121147776,12.132917045960873,4.306328520738693,1.2724022018608907,7.29207576820208,1.0616542310549777,3.101947330768709,0.7535734417137676,-0.16649640756687323,0.5748361911246062
119,SD2,S,YB,4L WP,5,1,11.26,11.56,30,26,NA,408,102,± 5g for the weight due to the wind. Fish double bagged because spikes pierce holes in the first bag to make sure no water is leaking outside the bags,65.99038,289.481325,578.96265,496.3546,2362.21075,4724.4215,115.531377,535.2249638,1070.449928,802.9160627,3040.074005,6080.148011,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,18.52713214033173,5.168629413662957,1.6188221798656068,11.579464460784315,1.4190261029411766,3.6852285888863805,23.843703537580662,9.556331455430147,1.1268052210708448,14.902323556372549,2.6236517843137257,2.5651580923739594,1.063688474149235,0.15199038436448442,0.5664644316287158
121,SD2,S,LB,4L WP,6,1,11.32,12.02,30,26,NA,726,181.5,± 5g for the weight due to the wind,63.0032,329.45451,658.90902,766.53,4455.7053,8911.4106,92.0026035,501.0973155,1002.194631,1207.095841,6073.167479,12146.33496,NA,NA,NA,NA,NA,NA,NA,NA,8.51,N/A,N/A,14.50527348,432.0488477,220.4064133,8.253395688,1103.229605,25368.42089,0.369395,1.833015,35.35129,8.23649,29.49688,98.296405,0.91332,69.07408,2.275,2.701898181,1.770289913,0.393866708,0.099628864,0.024628758,0.017257045,1.427171211,0.843311986,1.348166082,1.716002536,0.631811831,0.264314887,0.209042728,0.132097259,0.079682985,0.040309371,0.185796841,0.179340355,NA,0.239241757,0.12357311,0.121185763,0.028472234,0.064684152,0.043574133,0.068814232,0.206724786,0.657028411,18.80787923,18.44452401,4.333486009,9.84495513,6.632001316,10.47355504,31.46359927,Fish,20.54461125012677,3.741900229460861,2.479545408310401,12.274670247933884,0.9075881818181819,6.107835665845378,28.002494898734,5.691396241173543,2.222000978827558,16.730488925619834,1.3804333760330578,5.4734294369201315,1.0890098338763654,-0.04211116792655352,0.7858873436468843
