"stream","date","year","TP_mt","SRP_mt","TKN_mt","water_year"
"Portage",2016-04-12,2016,1.26127917683223,0.265459563205906,6.00400281650922,2016
"Portage",2016-04-13,2016,0.479372226228081,0.12467748983639,2.46556097247882,2016
"Portage",2016-04-14,2016,0.21611825087711,0.0698228195141434,1.46295431362967,2016
"Portage",2016-04-15,2016,0.110944371980236,0.0405603080357852,0.824328613315517,2016
"Portage",2016-04-16,2016,0.067076489531978,0.0285627908721335,0.543614406921251,2016
"Portage",2016-04-17,2016,0.0538190593592791,0.0216470557755769,0.55237314737679,2016
"Portage",2016-04-18,2016,0.0312703670976464,0.013131912691925,0.364205391065107,2016
"Portage",2016-04-19,2016,0.0166056911365057,0.012225048689452,0.277101103627579,2016
"Portage",2016-04-20,2016,0.0120128816580821,0.00797730422607015,0.246357924628637,2016
"Portage",2016-04-21,2016,0.0140306703740881,0.00610029146699482,0.289529218087369,2016
"Portage",2016-04-22,2016,0.013655267822273,0.00328477232838182,0.33739304344379,2016
"Portage",2016-04-23,2016,0.014049288813995,0.00437521104934099,0.328140828700574,2016
"Portage",2016-04-24,2016,0.0242481081018065,0.00557427772455322,0.451516495688811,2016
"Portage",2016-04-25,2016,0.0250679392568479,0.0047477157683424,0.396339312341224,2016
"Portage",2016-04-26,2016,0.047124568089369,0.0113051362840658,0.493260946288976,2016
"Portage",2016-04-27,2016,0.618157068232617,0.0776858074978155,3.20529623922805,2016
"Portage",2016-04-28,2016,0.282098723495884,0.0488917540721736,1.49287287434075,2016
"Portage",2016-04-29,2016,0.126746216255269,0.0290535739267093,1.00719056279259,2016
"Portage",2016-04-30,2016,0.109621655376917,0.0256068382971663,1.02915102489564,2016
"Portage",2016-05-01,2016,1.37867443455524,0.171551430726803,7.48154850669667,2016
"Portage",2016-05-02,2016,2.96190949099071,0.417890639052511,11.6439528063268,2016
"Portage",2016-05-03,2016,5.07186022462488,0.929354555944362,17.7416133279198,2016
"Portage",2016-05-04,2016,1.53667735514294,0.358256950387016,7.10696052861764,2016
"Portage",2016-05-05,2016,0.503655711812286,0.155449293769224,2.64981257686616,2016
"Portage",2016-05-06,2016,0.217374127036506,0.0805674453405656,1.43441647782811,2016
"Portage",2016-05-07,2016,0.130706537023479,0.0520973796816346,0.936595114720942,2016
