SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,46900,50,50,103202,µG/G,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.11,-0.12,,0.05,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.09,-0.1,,0.1,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.12,-0.13,,0.1,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.16,-0.18,,0.1,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.07,-0.08,,0.11,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.13,-0.14,,0.12,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.15,-0.16,,0.13,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.02,-0.03,,0.13,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.03,-0.04,,0.13,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.14,-0.15,,0.15,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.1,-0.11,,0.16,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.06,-0.07,,0.16,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.01,-0.02,,0.17,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.08,-0.09,,0.18,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.05,-0.06,,0.2,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.2,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.18,-0.2,,0.22,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.22,-0.24,,0.23,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.04,-0.05,,0.23,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.2,-0.22,,0.26,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,0,-0.01,,0.3,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.39,,0.01,108297,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.11,-0.12,,6.28,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.1,-0.11,,7.01,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.12,-0.13,,7.33,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.09,-0.1,,7.44,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.14,-0.15,,7.77,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.13,-0.14,,7.79,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.16,-0.18,,7.79,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.15,-0.16,,8.03,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.18,-0.2,,8.14,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.06,-0.07,,8.93,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.08,-0.09,,9.08,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.01,-0.02,,9.16,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.05,-0.06,,9.47,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.07,-0.08,,9.87,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.04,-0.05,,9.98,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.02,-0.03,,10.2,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.2,-0.22,,11,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.22,-0.24,,11.5,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.03,-0.04,,12.1,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,15,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,15.2,,0.02,108265,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,0,-0.01,,27.2,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.06,-0.07,,92.7,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,93.1,,0.5,108268,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.12,-0.13,,93.5,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.05,-0.06,,94.1,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.04,-0.05,,94.6,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.11,-0.12,,94.8,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.01,-0.02,,95.5,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.09,-0.1,,95.6,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.02,-0.03,,98.1,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.16,-0.18,,99.8,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.13,-0.14,,100,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.14,-0.15,,101,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.03,-0.04,,101,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.08,-0.09,,101,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.07,-0.08,,102,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.1,-0.11,,102,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.15,-0.16,,103,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.18,-0.2,,107,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,0,-0.01,,107,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.2,-0.22,,110,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.22,-0.24,,116,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,219,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,49.2,,0.5,1554,NG/G,BENZO(A)ANTHRACENE,BENZO(A)ANTHRACÈNE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,97.9,,0.5,1555,NG/G,BENZO(A)PHENANTHRENE OR CHRYSENE,BENZO(A)PHÉNANTHRÈNE OU CHRYSÈNE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,65,,0.5,1559,NG/G,BENZO(A)PYRENE,BENZO(A)PYRÈNE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,87.8,,0.5,1556,NG/G,BENZO(B)FLUORANTHENE,BENZO(B)FLUORANTHÈNE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,81,,0.5,1558,NG/G,BENZO(E)PYRENE,BENZO(E)PYRÈNE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,72.5,,1,1563,NG/G,"BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE",P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,70.6,,0.5,1557,NG/G,"BENZO(J,K)FLUORANTHENE","BENZO(J,K)FLUORANTHÈNE",P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,106,,0.5,1544,NG/G,BENZOPHENANTHRENE,BENZOPHÉNANTHRÈNE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.11,-0.12,,0.734,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.12,-0.13,,0.746,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.751,,0.005,108269,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.16,-0.18,,0.757,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.06,-0.07,,0.766,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.04,-0.05,,0.769,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.05,-0.06,,0.78,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.01,-0.02,,0.783,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.13,-0.14,,0.785,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.14,-0.15,,0.805,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.08,-0.09,,0.812,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,0,-0.01,,0.813,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.18,-0.2,,0.817,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.09,-0.1,,0.819,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.22,-0.24,,0.82,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.07,-0.08,,0.826,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.02,-0.03,,0.832,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.2,-0.22,,0.852,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.1,-0.11,,0.854,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.03,-0.04,,0.863,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.15,-0.16,,0.891,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.69,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.1,,0.2,5683,NG/G DWT,BETA-BENZENE HEXACHLORIDE OR BETA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),BÉTA-HEXACHLORURE DE BENZÈNE OU BÉTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2.1,,0.2,5684,NG/G DWT,BETA-BENZENE HEXACHLORIDE OR BETA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),BÉTA-HEXACHLORURE DE BENZÈNE OU BÉTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.187,,0.1,5678,NG/G DWT,BETA-ENDOSULFAN,BÉTA-ENDOSULFAN,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.06,-0.07,<,3,3,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.04,-0.05,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.05,-0.06,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.15,-0.16,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.SURFACE,0,-0.03,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.08,-0.09,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.12,-0.13,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.14,-0.15,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.07,-0.08,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.09,-0.1,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.16,-0.18,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,0,-0.01,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.02,-0.03,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.11,-0.12,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.1,-0.11,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.01,-0.02,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.03,-0.04,<,5,5,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.18,-0.2,<,6,6,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.13,-0.14,<,6,6,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.2,-0.22,<,6,6,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.22,-0.24,<,7,7,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.11,-0.12,,72,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.15,-0.16,,78,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.2,-0.22,,78,3,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.18,-0.2,,84,3,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.16,-0.18,,86,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.06,-0.07,,89,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.14,-0.15,,95,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.22,-0.24,,99,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.07,-0.08,,100,3,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.01,-0.02,,110,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.13,-0.14,,110,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1571,2014-07-23 0:00,S.CORE,-0.12,-0.13,,110,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
