,Z1,,Z2,,Z3,,Z4,,Z5,,Z6,,Z7,,Z8,,Z9,,Z10,,Z11,,Z12,,Z13,,Z14,,Z15,,Z16,,Z17,,Z18,,Z19,,Z20,,Z21,,Z22,,Z23,,Z24,,Z25,,Z26,,Z27,,Z28,,Z29,,Z30,,Z31,,Z32,,Z33,,Z34,,Z35,,Z36,,Z37,,Z38,,Z39,,Z40,,Z41,,Z42,,Z43,,Z44,,Z45,,Z46,,Z47,,Z48,,Z49,,Z50,,Z51,,Z52,,Z53,,Z54,,Z55,,Z56,,Z57,,Z58,,Z59,,Z60,,Z61,,Z62,,Z63,,Z64,,Z65,,Z66,,Z67,,Z68,,Z69,,Z70,,Z71,,Z72,,Z73,,Z74,,Z75,,Z76,,Z77,,Z78,,Z79,,Z80,,Z81,,Z82,,Z83,,Z84,,Z85,,Z86,,Z87,,Z88,,Z89,,Z90,,Z91,,Z92,,Z93
221.7071686,-0.012294072,221.7071686,0.129179478,221.7071686,0.198367581,221.7071686,0.144452393,221.7071686,0.119939566,221.7071686,0.062073596,221.7071686,0.048380148,221.7071686,0.221711561,221.7071686,0.219017297,221.7071686,0.194647685,221.7071686,0.185582742,221.7071686,0.237188458,221.7071686,0.221173972,221.7071686,0.17374213,221.7071686,0.159038171,221.7071686,0.13498801,221.7071686,0.134645298,221.7071686,0.165178403,221.7071686,0.17731823,221.7071686,0.219352409,221.7071686,0.21668689,221.7071686,0.19734484,221.7071686,0.192858875,221.7071686,0.148910105,221.7071686,0.141234651,221.7071686,0.229900762,221.7071686,0.206979021,221.7071686,0.344600618,221.7071686,0.34210223,221.7071686,0.245192781,221.7071686,0.231727317,221.7071686,0.46379295,221.7071686,0.489553273,221.7071686,0.1747666,221.7071686,0.188751087,221.7071686,0.079284519,221.7071686,0.102970779,221.7071686,0.022412227,221.7071686,0.036266781,221.7071686,0.128815413,221.7071686,0.116553292,221.7071686,0.624733925,221.7071686,0.610482276,221.7071686,0.065810777,221.7071686,0.081964687,221.7071686,0.288923621,221.7071686,0.255054295,221.7071686,0.212821931,221.7071686,0.196856827,221.7071686,0.057769887,221.7071686,0.058174253,221.7071686,0.208479077,221.7071686,0.298047751,221.7071686,0.04545546,221.7071686,0.075847745,221.7071686,0.195446819,221.7071686,0.210130647,221.7071686,0.320478231,221.7071686,0.298349857,221.7071686,0.19223398,221.7071686,0.195386484,221.7071686,0.046903431,221.7071686,0.068743885,221.7071686,0.106865078,221.7071686,0.142216012,221.7071686,0.152334586,221.7071686,0.151649803,221.7071686,0.239913911,221.7071686,0.195374146,221.7071686,0.172417805,221.7071686,0.230269834,221.7071686,0.175918758,221.7071686,0.186077923,221.7071686,0.095639542,221.7071686,0.099390022,221.7071686,0.023136146,221.7071686,0.033250242,221.7071686,0.170192719,221.7071686,0.162344888,221.7071686,0.051560182,221.7071686,0.043877482,221.7071686,0.012333627,221.7071686,0.025348241,221.7071686,-0.003243176,221.7071686,0.004168975,221.7071686,0.480972379,221.7071686,0.472276717,221.7071686,0.019542988,221.7071686,0.028562151,221.7071686,0.229385436,221.7071686,0.23030749,221.7071686,0.333808184,221.7071686,0.325454474
221.5500793,-0.012043422,221.5500793,0.130600542,221.5500793,0.201160088,221.5500793,0.146238133,221.5500793,0.120938949,221.5500793,0.063233748,221.5500793,0.050017383,221.5500793,0.22547622,221.5500793,0.222157359,221.5500793,0.200263128,221.5500793,0.188416526,221.5500793,0.239462912,221.5500793,0.224779919,221.5500793,0.177094966,221.5500793,0.161885947,221.5500793,0.138511211,221.5500793,0.138263255,221.5500793,0.168567941,221.5500793,0.178822041,221.5500793,0.224630266,221.5500793,0.218486935,221.5500793,0.200537965,221.5500793,0.195642173,221.5500793,0.151167423,221.5500793,0.144717604,221.5500793,0.234990284,221.5500793,0.211128622,221.5500793,0.353740066,221.5500793,0.351334184,221.5500793,0.249887005,221.5500793,0.235041782,221.5500793,0.472451747,221.5500793,0.498935908,221.5500793,0.177801654,221.5500793,0.193050414,221.5500793,0.081493683,221.5500793,0.104783565,221.5500793,0.023697684,221.5500793,0.037320737,221.5500793,0.131720632,221.5500793,0.119434409,221.5500793,0.630555034,221.5500793,0.622024417,221.5500793,0.067052983,221.5500793,0.08350841,221.5500793,0.292919248,221.5500793,0.260483801,221.5500793,0.217124999,221.5500793,0.201872572,221.5500793,0.059211008,221.5500793,0.058996182,221.5500793,0.212246403,221.5500793,0.300830931,221.5500793,0.047015481,221.5500793,0.076892108,221.5500793,0.203076109,221.5500793,0.214280725,221.5500793,0.326490164,221.5500793,0.303863049,221.5500793,0.195273772,221.5500793,0.200169042,221.5500793,0.047837149,221.5500793,0.069753803,221.5500793,0.110113248,221.5500793,0.144441634,221.5500793,0.154816508,221.5500793,0.155151397,221.5500793,0.244491935,221.5500793,0.199376136,221.5500793,0.175450504,221.5500793,0.235974506,221.5500793,0.178711981,221.5500793,0.190536514,221.5500793,0.097367428,221.5500793,0.103222296,221.5500793,0.024632709,221.5500793,0.033794489,221.5500793,0.173741087,221.5500793,0.166147322,221.5500793,0.053095315,221.5500793,0.045458768,221.5500793,0.013581086,221.5500793,0.026034169,221.5500793,-0.003227811,221.5500793,0.004317974,221.5500793,0.490577519,221.5500793,0.481674969,221.5500793,0.021249751,221.5500793,0.029631084,221.5500793,0.23425445,221.5500793,0.234022126,221.5500793,0.337290347,221.5500793,0.331286401
221.3929749,-0.012142662,221.3929749,0.13336888,221.3929749,0.203317106,221.3929749,0.148000568,221.3929749,0.122220367,221.3929749,0.063729353,221.3929749,0.050420754,221.3929749,0.230607882,221.3929749,0.228155121,221.3929749,0.202760428,221.3929749,0.193723053,221.3929749,0.2456588,221.3929749,0.227412909,221.3929749,0.179194644,221.3929749,0.165971309,221.3929749,0.140055761,221.3929749,0.138337255,221.3929749,0.169237897,221.3929749,0.181189865,221.3929749,0.227496684,221.3929749,0.224013746,221.3929749,0.202897161,221.3929749,0.199903458,221.3929749,0.154319808,221.3929749,0.148822427,221.3929749,0.238958284,221.3929749,0.215416268,221.3929749,0.361645967,221.3929749,0.355658174,221.3929749,0.255505472,221.3929749,0.239662394,221.3929749,0.483185768,221.3929749,0.505963028,221.3929749,0.181736037,221.3929749,0.197600097,221.3929749,0.082754888,221.3929749,0.106092304,221.3929749,0.023553802,221.3929749,0.037263252,221.3929749,0.133673072,221.3929749,0.123522982,221.3929749,0.651006639,221.3929749,0.636392057,221.3929749,0.06724073,221.3929749,0.084110111,221.3929749,0.298779041,221.3929749,0.263316691,221.3929749,0.222800702,221.3929749,0.205534339,221.3929749,0.060088824,221.3929749,0.059924077,221.3929749,0.216227636,221.3929749,0.303985357,221.3929749,0.047236901,221.3929749,0.077363178,221.3929749,0.206208378,221.3929749,0.219250232,221.3929749,0.33268702,221.3929749,0.311287344,221.3929749,0.20052816,221.3929749,0.205532923,221.3929749,0.049076479,221.3929749,0.07047838,221.3929749,0.111416929,221.3929749,0.146438822,221.3929749,0.15678604,221.3929749,0.160322189,221.3929749,0.248812646,221.3929749,0.203088626,221.3929749,0.181362301,221.3929749,0.240119413,221.3929749,0.182884574,221.3929749,0.19431968,221.3929749,0.09908361,221.3929749,0.103500135,221.3929749,0.025731031,221.3929749,0.034461472,221.3929749,0.177547902,221.3929749,0.170181111,221.3929749,0.054065615,221.3929749,0.046728186,221.3929749,0.013885105,221.3929749,0.02669302,221.3929749,-0.0031077,221.3929749,0.004072179,221.3929749,0.504846692,221.3929749,0.494567752,221.3929749,0.021342594,221.3929749,0.029850245,221.3929749,0.239611283,221.3929749,0.239877299,221.3929749,0.342745841,221.3929749,0.340990484
221.2358856,-0.012006057,221.2358856,0.136243984,221.2358856,0.205080941,221.2358856,0.148958907,221.2358856,0.124718972,221.2358856,0.06389498,221.2358856,0.051800262,221.2358856,0.231954753,221.2358856,0.231109545,221.2358856,0.203573123,221.2358856,0.194798335,221.2358856,0.245201975,221.2358856,0.229741722,221.2358856,0.180385724,221.2358856,0.165600315,221.2358856,0.14261575,221.2358856,0.14034687,221.2358856,0.171701416,221.2358856,0.184448466,221.2358856,0.228029028,221.2358856,0.227198094,221.2358856,0.204025775,221.2358856,0.203192607,221.2358856,0.155425146,221.2358856,0.150007144,221.2358856,0.239462778,221.2358856,0.216604963,221.2358856,0.365691632,221.2358856,0.358148485,221.2358856,0.259318262,221.2358856,0.242697462,221.2358856,0.48559323,221.2358856,0.515449286,221.2358856,0.184278533,221.2358856,0.198650137,221.2358856,0.083878025,221.2358856,0.107296228,221.2358856,0.023836171,221.2358856,0.03767338,221.2358856,0.134733304,221.2358856,0.123153515,221.2358856,0.650520027,221.2358856,0.641922355,221.2358856,0.068407007,221.2358856,0.084510714,221.2358856,0.304955363,221.2358856,0.266878009,221.2358856,0.225757584,221.2358856,0.207578033,221.2358856,0.060325012,221.2358856,0.060888119,221.2358856,0.219194278,221.2358856,0.306976765,221.2358856,0.048217729,221.2358856,0.078625053,221.2358856,0.20829688,221.2358856,0.221279785,221.2358856,0.337868989,221.2358856,0.315647245,221.2358856,0.203711793,221.2358856,0.205803141,221.2358856,0.049929034,221.2358856,0.071419574,221.2358856,0.112810455,221.2358856,0.148494288,221.2358856,0.159467652,221.2358856,0.159515709,221.2358856,0.251235455,221.2358856,0.205077365,221.2358856,0.180813536,221.2358856,0.23944062,221.2358856,0.184670314,221.2358856,0.1963287,221.2358856,0.101028681,221.2358856,0.10503161,221.2358856,0.026169417,221.2358856,0.034636825,221.2358856,0.17959936,221.2358856,0.171698526,221.2358856,0.054918103,221.2358856,0.047761813,221.2358856,0.014507782,221.2358856,0.027032506,221.2358856,-0.002993262,221.2358856,0.004382765,221.2358856,0.509222806,221.2358856,0.497716516,221.2358856,0.021466788,221.2358856,0.030304579,221.2358856,0.240956038,221.2358856,0.241235822,221.2358856,0.348203361,221.2358856,0.342318833
221.0787811,-0.012079777,221.0787811,0.136859149,221.0787811,0.206483051,221.0787811,0.150766209,221.0787811,0.124156855,221.0787811,0.065615907,221.0787811,0.052348271,221.0787811,0.235778138,221.0787811,0.23433885,221.0787811,0.205593541,221.0787811,0.196505621,221.0787811,0.248722911,221.0787811,0.232688993,221.0787811,0.183316544,221.0787811,0.166194275,221.0787811,0.143254459,221.0787811,0.142387003,221.0787811,0.172477678,221.0787811,0.184690222,221.0787811,0.232833669,221.0787811,0.229032978,221.0787811,0.207586423,221.0787811,0.20361419,221.0787811,0.15737538,221.0787811,0.152144313,221.0787811,0.2452842,221.0787811,0.2208976,221.0787811,0.369328946,221.0787811,0.362970829,221.0787811,0.260648966,221.0787811,0.245929837,221.0787811,0.494090647,221.0787811,0.517958105,221.0787811,0.186651036,221.0787811,0.201394081,221.0787811,0.085046485,221.0787811,0.108549923,221.0787811,0.02434421,221.0787811,0.037939318,221.0787811,0.137185067,221.0787811,0.125850812,221.0787811,0.66051811,221.0787811,0.644637466,221.0787811,0.069614857,221.0787811,0.086084448,221.0787811,0.304936081,221.0787811,0.270463109,221.0787811,0.226390794,221.0787811,0.20984745,221.0787811,0.061388414,221.0787811,0.063103013,221.0787811,0.220663354,221.0787811,0.311940312,221.0787811,0.048457589,221.0787811,0.078533389,221.0787811,0.208935395,221.0787811,0.224511832,221.0787811,0.341946363,221.0787811,0.320167542,221.0787811,0.204221502,221.0787811,0.207528815,221.0787811,0.050256755,221.0787811,0.072521329,221.0787811,0.114231631,221.0787811,0.150071204,221.0787811,0.161792755,221.0787811,0.161320478,221.0787811,0.253302276,221.0787811,0.207773089,221.0787811,0.184426293,221.0787811,0.242467523,221.0787811,0.187802941,221.0787811,0.198748142,221.0787811,0.102499791,221.0787811,0.105680183,221.0787811,0.026194327,221.0787811,0.035670672,221.0787811,0.182401419,221.0787811,0.173039779,221.0787811,0.056020841,221.0787811,0.049160566,221.0787811,0.015287914,221.0787811,0.027880363,221.0787811,-0.002582096,221.0787811,0.004766115,221.0787811,0.513995469,221.0787811,0.500861704,221.0787811,0.021448566,221.0787811,0.031609692,221.0787811,0.244970217,221.0787811,0.245452806,221.0787811,0.352218032,221.0787811,0.343161255
220.9216766,-0.012391091,220.9216766,0.140174687,220.9216766,0.209407553,220.9216766,0.15187791,220.9216766,0.128070369,220.9216766,0.066150285,220.9216766,0.053093854,220.9216766,0.241282702,220.9216766,0.240478769,220.9216766,0.211177409,220.9216766,0.20297724,220.9216766,0.253773332,220.9216766,0.237788752,220.9216766,0.184940845,220.9216766,0.170452148,220.9216766,0.146521881,220.9216766,0.145343557,220.9216766,0.175630778,220.9216766,0.18747811,220.9216766,0.238451928,220.9216766,0.235588625,220.9216766,0.213701531,220.9216766,0.2106089,220.9216766,0.161515638,220.9216766,0.155251131,220.9216766,0.249156028,220.9216766,0.226337791,220.9216766,0.378577113,220.9216766,0.374263287,220.9216766,0.264706194,220.9216766,0.253311217,220.9216766,0.50314647,220.9216766,0.533537567,220.9216766,0.19033581,220.9216766,0.206495553,220.9216766,0.086423419,220.9216766,0.110278294,220.9216766,0.024343854,220.9216766,0.038998481,220.9216766,0.139443204,220.9216766,0.128120393,220.9216766,0.680657387,220.9216766,0.665524066,220.9216766,0.070247628,220.9216766,0.0867429,220.9216766,0.311846733,220.9216766,0.277743071,220.9216766,0.232179806,220.9216766,0.21508053,220.9216766,0.062282451,220.9216766,0.063701808,220.9216766,0.226586893,220.9216766,0.319628686,220.9216766,0.049111724,220.9216766,0.079181135,220.9216766,0.215904072,220.9216766,0.230843648,220.9216766,0.350377947,220.9216766,0.32828632,220.9216766,0.211038932,220.9216766,0.212057769,220.9216766,0.05047233,220.9216766,0.073309653,220.9216766,0.117614813,220.9216766,0.152606517,220.9216766,0.165473744,220.9216766,0.165483698,220.9216766,0.259382099,220.9216766,0.213418916,220.9216766,0.188547611,220.9216766,0.248023301,220.9216766,0.192520604,220.9216766,0.205576763,220.9216766,0.105692536,220.9216766,0.10879717,220.9216766,0.026945103,220.9216766,0.036299285,220.9216766,0.188361839,220.9216766,0.177894205,220.9216766,0.057413965,220.9216766,0.04935611,220.9216766,0.015282338,220.9216766,0.028210474,220.9216766,-0.00313011,220.9216766,0.004557812,220.9216766,0.526569486,220.9216766,0.518619895,220.9216766,0.022249125,220.9216766,0.032020334,220.9216766,0.251540959,220.9216766,0.250691176,220.9216766,0.359921336,220.9216766,0.354789078
220.7645721,-0.012919236,220.7645721,0.142432272,220.7645721,0.214175418,220.7645721,0.154040605,220.7645721,0.128097028,220.7645721,0.068616167,220.7645721,0.053770721,220.7645721,0.246844456,220.7645721,0.245750472,220.7645721,0.21752058,220.7645721,0.205728754,220.7645721,0.256134778,220.7645721,0.240902975,220.7645721,0.190210998,220.7645721,0.171507105,220.7645721,0.1505142,220.7645721,0.151335508,220.7645721,0.179800615,220.7645721,0.191314682,220.7645721,0.247561693,220.7645721,0.240190968,220.7645721,0.218165726,220.7645721,0.21366249,220.7645721,0.166579261,220.7645721,0.159834266,220.7645721,0.255895078,220.7645721,0.231261447,220.7645721,0.38689512,220.7645721,0.385730654,220.7645721,0.270691127,220.7645721,0.258948714,220.7645721,0.517854035,220.7645721,0.543897152,220.7645721,0.197994039,220.7645721,0.210498214,220.7645721,0.088783734,220.7645721,0.112613075,220.7645721,0.025562778,220.7645721,0.040334426,220.7645721,0.142553568,220.7645721,0.132546291,220.7645721,0.693095386,220.7645721,0.684444845,220.7645721,0.071376458,220.7645721,0.089292593,220.7645721,0.318324328,220.7645721,0.285804421,220.7645721,0.238775447,220.7645721,0.220576361,220.7645721,0.064523675,220.7645721,0.064793058,220.7645721,0.232575417,220.7645721,0.325580835,220.7645721,0.05053927,220.7645721,0.081077695,220.7645721,0.220849127,220.7645721,0.235893264,220.7645721,0.356899142,220.7645721,0.334626228,220.7645721,0.217241779,220.7645721,0.218931496,220.7645721,0.052124146,220.7645721,0.074548259,220.7645721,0.121295035,220.7645721,0.158069581,220.7645721,0.168368205,220.7645721,0.170162037,220.7645721,0.266530782,220.7645721,0.218694493,220.7645721,0.19286719,220.7645721,0.252077073,220.7645721,0.198805586,220.7645721,0.208417207,220.7645721,0.108269133,220.7645721,0.111162536,220.7645721,0.028417008,220.7645721,0.038372792,220.7645721,0.192652091,220.7645721,0.182932422,220.7645721,0.059296455,220.7645721,0.051401932,220.7645721,0.016978759,220.7645721,0.028722966,220.7645721,-0.003024573,220.7645721,0.005046346,220.7645721,0.54121685,220.7645721,0.529663801,220.7645721,0.023489885,220.7645721,0.032661796,220.7645721,0.258261442,220.7645721,0.25743711,220.7645721,0.371553242,220.7645721,0.362613827
220.6074524,-0.013290257,220.6074524,0.14770259,220.6074524,0.217088431,220.6074524,0.156924561,220.6074524,0.130597606,220.6074524,0.069969699,220.6074524,0.05555163,220.6074524,0.255395591,220.6074524,0.251728445,220.6074524,0.222447634,220.6074524,0.212034062,220.6074524,0.262179524,220.6074524,0.246477827,220.6074524,0.191996768,220.6074524,0.17678988,220.6074524,0.153758392,220.6074524,0.154851571,220.6074524,0.18271336,220.6074524,0.194876537,220.6074524,0.251358241,220.6074524,0.247449517,220.6074524,0.224470511,220.6074524,0.220987752,220.6074524,0.171822205,220.6074524,0.164367318,220.6074524,0.262881219,220.6074524,0.239360347,220.6074524,0.399053454,220.6074524,0.394527853,220.6074524,0.280430764,220.6074524,0.266147226,220.6074524,0.534264743,220.6074524,0.558305681,220.6074524,0.200194255,220.6074524,0.216425747,220.6074524,0.090329967,220.6074524,0.114850938,220.6074524,0.025306558,220.6074524,0.040163174,220.6074524,0.146389216,220.6074524,0.134398103,220.6074524,0.714559495,220.6074524,0.700693011,220.6074524,0.072647624,220.6074524,0.090601876,220.6074524,0.327857763,220.6074524,0.292084068,220.6074524,0.246768192,220.6074524,0.228002861,220.6074524,0.065232836,220.6074524,0.066970825,220.6074524,0.240325272,220.6074524,0.333308131,220.6074524,0.051326469,220.6074524,0.08194837,220.6074524,0.227679685,220.6074524,0.243421167,220.6074524,0.36628291,220.6074524,0.344177038,220.6074524,0.221859083,220.6074524,0.224868804,220.6074524,0.053299896,220.6074524,0.075344034,220.6074524,0.125482336,220.6074524,0.159664184,220.6074524,0.172957391,220.6074524,0.175527588,220.6074524,0.271826625,220.6074524,0.226876736,220.6074524,0.199253619,220.6074524,0.256709993,220.6074524,0.203204215,220.6074524,0.215273246,220.6074524,0.110797957,220.6074524,0.11499121,220.6074524,0.029582392,220.6074524,0.039402906,220.6074524,0.199120656,220.6074524,0.188217402,220.6074524,0.061593659,220.6074524,0.053344265,220.6074524,0.017780498,220.6074524,0.030476093,220.6074524,-0.00273276,220.6074524,0.004904113,220.6074524,0.5544402,220.6074524,0.546693623,220.6074524,0.024785692,220.6074524,0.033729997,220.6074524,0.266536623,220.6074524,0.266295463,220.6074524,0.381056517,220.6074524,0.375465035
220.4503479,-0.013981171,220.4503479,0.149192825,220.4503479,0.218875483,220.4503479,0.157572612,220.4503479,0.131513387,220.4503479,0.069127277,220.4503479,0.055851858,220.4503479,0.259277225,220.4503479,0.256872177,220.4503479,0.224506065,220.4503479,0.214712799,220.4503479,0.263948023,220.4503479,0.249936149,220.4503479,0.194733635,220.4503479,0.179488212,220.4503479,0.155765861,220.4503479,0.156757921,220.4503479,0.183926672,220.4503479,0.196818247,220.4503479,0.255910009,220.4503479,0.253240854,220.4503479,0.229965895,220.4503479,0.224192113,220.4503479,0.173406422,220.4503479,0.16691649,220.4503479,0.267622471,220.4503479,0.243049577,220.4503479,0.403063446,220.4503479,0.405204415,220.4503479,0.279750496,220.4503479,0.269931197,220.4503479,0.540769458,220.4503479,0.567248046,220.4503479,0.204025522,220.4503479,0.220852017,220.4503479,0.090174556,220.4503479,0.115109764,220.4503479,0.026582954,220.4503479,0.041089382,220.4503479,0.148458615,220.4503479,0.137476072,220.4503479,0.723058999,220.4503479,0.713095367,220.4503479,0.07426542,220.4503479,0.090607844,220.4503479,0.334456712,220.4503479,0.295665562,220.4503479,0.248522565,220.4503479,0.231407449,220.4503479,0.066536888,220.4503479,0.068821251,220.4503479,0.244654954,220.4503479,0.335869461,220.4503479,0.052009601,220.4503479,0.083524279,220.4503479,0.230437681,220.4503479,0.245307833,220.4503479,0.371155828,220.4503479,0.351041496,220.4503479,0.225685626,220.4503479,0.231194571,220.4503479,0.053771805,220.4503479,0.076383762,220.4503479,0.129099771,220.4503479,0.162385061,220.4503479,0.177179784,220.4503479,0.177549273,220.4503479,0.274538785,220.4503479,0.229274422,220.4503479,0.203744486,220.4503479,0.262338966,220.4503479,0.206264854,220.4503479,0.2166197,220.4503479,0.114243254,220.4503479,0.117060967,220.4503479,0.030800875,220.4503479,0.040124729,220.4503479,0.200593263,220.4503479,0.19242166,220.4503479,0.06250342,220.4503479,0.054811366,220.4503479,0.018159047,220.4503479,0.030380944,220.4503479,-0.002077137,220.4503479,0.00597874,220.4503479,0.567899108,220.4503479,0.5555318,220.4503479,0.025895005,220.4503479,0.034968719,220.4503479,0.268816352,220.4503479,0.268882364,220.4503479,0.385136396,220.4503479,0.379316717
220.2932281,-0.014245787,220.2932281,0.151111648,220.2932281,0.219700038,220.2932281,0.159345806,220.2932281,0.132588193,220.2932281,0.072366476,220.2932281,0.056408897,220.2932281,0.262228042,220.2932281,0.262560427,220.2932281,0.229677811,220.2932281,0.217706218,220.2932281,0.268390715,220.2932281,0.253167689,220.2932281,0.197287589,220.2932281,0.181562156,220.2932281,0.158120289,220.2932281,0.157597989,220.2932281,0.186778247,220.2932281,0.198968858,220.2932281,0.260398448,220.2932281,0.255452991,220.2932281,0.230427161,220.2932281,0.228318915,220.2932281,0.176467821,220.2932281,0.169023231,220.2932281,0.267419249,220.2932281,0.246023327,220.2932281,0.411756367,220.2932281,0.40871945,220.2932281,0.285980791,220.2932281,0.275505155,220.2932281,0.54743433,220.2932281,0.571690619,220.2932281,0.205278114,220.2932281,0.22455129,220.2932281,0.091827095,220.2932281,0.116073974,220.2932281,0.026307788,220.2932281,0.042653333,220.2932281,0.151933581,220.2932281,0.138775662,220.2932281,0.736157775,220.2932281,0.72540611,220.2932281,0.074914083,220.2932281,0.091970265,220.2932281,0.335985005,220.2932281,0.300349563,220.2932281,0.251418442,220.2932281,0.233791143,220.2932281,0.067322068,220.2932281,0.06811823,220.2932281,0.248115927,220.2932281,0.336257935,220.2932281,0.052539323,220.2932281,0.083175369,220.2932281,0.234996513,220.2932281,0.249910608,220.2932281,0.378834516,220.2932281,0.353913099,220.2932281,0.229631648,220.2932281,0.231776044,220.2932281,0.054644734,220.2932281,0.075574681,220.2932281,0.129214779,220.2932281,0.162717357,220.2932281,0.17908144,220.2932281,0.180703491,220.2932281,0.277749628,220.2932281,0.235188961,220.2932281,0.206223115,220.2932281,0.265215576,220.2932281,0.211621881,220.2932281,0.220689938,220.2932281,0.114617005,220.2932281,0.117924877,220.2932281,0.031199491,220.2932281,0.04056539,220.2932281,0.204097658,220.2932281,0.192669556,220.2932281,0.062731475,220.2932281,0.054715842,220.2932281,0.017564135,220.2932281,0.030573292,220.2932281,-0.002082186,220.2932281,0.004961058,220.2932281,0.571427167,220.2932281,0.565117061,220.2932281,0.025698759,220.2932281,0.03532229,220.2932281,0.276591361,220.2932281,0.275553793,220.2932281,0.39296633,220.2932281,0.386307299
220.1361237,-0.013685193,220.1361237,0.152762294,220.1361237,0.223817334,220.1361237,0.16020298,220.1361237,0.134225741,220.1361237,0.071579061,220.1361237,0.057476398,220.1361237,0.270466149,220.1361237,0.266017228,220.1361237,0.231861159,220.1361237,0.222424164,220.1361237,0.272479951,220.1361237,0.255193621,220.1361237,0.200841591,220.1361237,0.184787154,220.1361237,0.162682757,220.1361237,0.160879225,220.1361237,0.190399125,220.1361237,0.202032462,220.1361237,0.265061289,220.1361237,0.262238562,220.1361237,0.234515563,220.1361237,0.232573077,220.1361237,0.178339511,220.1361237,0.172450915,220.1361237,0.275325388,220.1361237,0.250767112,220.1361237,0.422287941,220.1361237,0.417044699,220.1361237,0.289987952,220.1361237,0.279186666,220.1361237,0.556002617,220.1361237,0.584797084,220.1361237,0.21075809,220.1361237,0.229140237,220.1361237,0.094820574,220.1361237,0.117201686,220.1361237,0.026737094,220.1361237,0.042571124,220.1361237,0.154220894,220.1361237,0.141174778,220.1361237,0.752434313,220.1361237,0.7375893,220.1361237,0.075476207,220.1361237,0.092403457,220.1361237,0.342977673,220.1361237,0.305347055,220.1361237,0.257409394,220.1361237,0.238947421,220.1361237,0.069216125,220.1361237,0.070396945,220.1361237,0.251070082,220.1361237,0.341376275,220.1361237,0.053769637,220.1361237,0.08581683,220.1361237,0.242670983,220.1361237,0.253700048,220.1361237,0.3865394,220.1361237,0.363796175,220.1361237,0.233490005,220.1361237,0.236724779,220.1361237,0.055914301,220.1361237,0.078215584,220.1361237,0.133556381,220.1361237,0.167115092,220.1361237,0.182936445,220.1361237,0.183615565,220.1361237,0.282187939,220.1361237,0.238111034,220.1361237,0.210336044,220.1361237,0.270794213,220.1361237,0.215206966,220.1361237,0.226961643,220.1361237,0.11667072,220.1361237,0.120657146,220.1361237,0.03173048,220.1361237,0.041627765,220.1361237,0.208993495,220.1361237,0.198470429,220.1361237,0.063985199,220.1361237,0.05683687,220.1361237,0.018885126,220.1361237,0.031947415,220.1361237,-0.001862946,220.1361237,0.005265651,220.1361237,0.583042622,220.1361237,0.574271977,220.1361237,0.026654182,220.1361237,0.035129651,220.1361237,0.281085312,220.1361237,0.279459983,220.1361237,0.400659353,220.1361237,0.397425681
219.9790039,-0.014106934,219.9790039,0.154779956,219.9790039,0.224367961,219.9790039,0.160911024,219.9790039,0.135979548,219.9790039,0.073980734,219.9790039,0.058334574,219.9790039,0.273817897,219.9790039,0.269198597,219.9790039,0.236283749,219.9790039,0.224102199,219.9790039,0.275686145,219.9790039,0.260707527,219.9790039,0.20330222,219.9790039,0.186914608,219.9790039,0.164010957,219.9790039,0.163303465,219.9790039,0.193041205,219.9790039,0.204115227,219.9790039,0.265579999,219.9790039,0.264101595,219.9790039,0.238310203,219.9790039,0.235408798,219.9790039,0.182751015,219.9790039,0.174645186,219.9790039,0.276836515,219.9790039,0.253841549,219.9790039,0.421600342,219.9790039,0.418704331,219.9790039,0.29378745,219.9790039,0.28519696,219.9790039,0.563316524,219.9790039,0.59201175,219.9790039,0.212358758,219.9790039,0.229894519,219.9790039,0.095882937,219.9790039,0.120721467,219.9790039,0.027353343,219.9790039,0.043012161,219.9790039,0.154655054,219.9790039,0.143110499,219.9790039,0.756622493,219.9790039,0.74862355,219.9790039,0.077585958,219.9790039,0.093234651,219.9790039,0.346232355,219.9790039,0.310133696,219.9790039,0.260122716,219.9790039,0.245600298,219.9790039,0.070666887,219.9790039,0.071663685,219.9790039,0.254345506,219.9790039,0.346613139,219.9790039,0.054862525,219.9790039,0.086090855,219.9790039,0.244245783,219.9790039,0.257977784,219.9790039,0.388086706,219.9790039,0.370577246,219.9790039,0.237057433,219.9790039,0.239704743,219.9790039,0.057277758,219.9790039,0.078860089,219.9790039,0.134300217,219.9790039,0.16886124,219.9790039,0.183633611,219.9790039,0.186151981,219.9790039,0.285237372,219.9790039,0.241417855,219.9790039,0.212727964,219.9790039,0.27297163,219.9790039,0.21850723,219.9790039,0.230187714,219.9790039,0.119933695,219.9790039,0.12379846,219.9790039,0.032701764,219.9790039,0.042579461,219.9790039,0.211967394,219.9790039,0.201104671,219.9790039,0.065876447,219.9790039,0.057511769,219.9790039,0.020659063,219.9790039,0.033041622,219.9790039,-0.002162557,219.9790039,0.00625453,219.9790039,0.593750715,219.9790039,0.581306934,219.9790039,0.028060092,219.9790039,0.037638936,219.9790039,0.283622742,219.9790039,0.284132659,219.9790039,0.406430274,219.9790039,0.400325239
