,Z1,,Z2,,Z3,,Z4,,Z5,,Z6,,Z7,,Z8,,Z9,,Z10,,Z11,,Z12,,Z13,,Z14,,Z15,,Z16,,Z17,,Z18,,Z19,,Z20,,Z21,,Z22,,Z23,,Z24,,Z25,,Z26,,Z27,,Z28,,Z29,,Z30,,Z31,,Z32,,Z33,,Z34,,Z35,,Z36,,Z37,,Z38,,Z39,,Z40,,Z41,,Z42,,Z43,,Z44,,Z45,,Z46,,Z47,,Z48,,Z49,,Z50,,Z51,,Z52,,Z53,,Z54,,Z55,,Z56,,Z57,,Z58,,Z59,,Z60,,Z61,,Z62,,Z63,,Z64,,Z65,,Z66,,Z67,,Z68,,Z69,,Z70,,Z71,,Z72,,Z73,,Z74,,Z75,,Z76,,Z77,,Z78,,Z79,,Z80,,Z81,,Z82,,Z83,,Z84,,Z85,,Z86,,Z87,,Z88,,Z89,,Z90,,Z91,,Z92,,Z93
243.2086029,0.000186626,243.2086029,0.015560505,243.2086029,0.05833203,243.2086029,0.055281833,243.2086029,0.027794335,243.2086029,0.005439115,243.2086029,0.001996923,243.2086029,0.007420763,243.2086029,0.006159552,243.2086029,0.014311957,243.2086029,0.013719778,243.2086029,0.02978068,243.2086029,0.02116625,243.2086029,0.028341455,243.2086029,0.01626228,243.2086029,0.009903404,243.2086029,0.006422163,243.2086029,0.023970053,243.2086029,0.019860884,243.2086029,0.00804966,243.2086029,0.006895966,243.2086029,0.011728233,243.2086029,0.00631785,243.2086029,0.006092999,243.2086029,0.003596772,243.2086029,0.020877652,243.2086029,0.006009264,243.2086029,0.019330211,243.2086029,0.015366244,243.2086029,0.029667862,243.2086029,0.012324439,243.2086029,0.021454848,243.2086029,0.033928622,243.2086029,0.006295841,243.2086029,0.017121285,243.2086029,0.011380489,243.2086029,0.021072112,243.2086029,0.006917007,243.2086029,0.014503714,243.2086029,0.01286968,243.2086029,0.004649012,243.2086029,0.016136477,243.2086029,0.012619745,243.2086029,0.018906349,243.2086029,0.026916541,243.2086029,0.031738888,243.2086029,0.011845451,243.2086029,0.010377391,243.2086029,0.006998076,243.2086029,0.010062172,243.2086029,0.004538743,243.2086029,0.01323247,243.2086029,0.094854936,243.2086029,0.012871813,243.2086029,0.031116139,243.2086029,0.00343534,243.2086029,0.009433134,243.2086029,0.027630994,243.2086029,0.007439354,243.2086029,-0.000920048,243.2086029,0.003562737,243.2086029,0.008001484,243.2086029,0.026049726,243.2086029,-0.002853335,243.2086029,0.019757142,243.2086029,0.001884023,243.2086029,0.005447687,243.2086029,0.03997831,243.2086029,0.002641031,243.2086029,0.00482914,243.2086029,0.042604558,243.2086029,-0.000526305,243.2086029,0.00670817,243.2086029,-0.004606995,243.2086029,0.002952706,243.2086029,-0.008722927,243.2086029,-0.00281908,243.2086029,0.000137269,243.2086029,-6.68E-06,243.2086029,0.002052136,243.2086029,-0.004523746,243.2086029,-0.012142159,243.2086029,-0.000506448,243.2086029,-0.007618993,243.2086029,-0.002746239,243.2086029,0.008567749,243.2086029,9.86E-05,243.2086029,-0.005612414,243.2086029,-0.000303588,243.2086029,-0.002546842,243.2086029,-0.002460467,243.2086029,-0.001332634,243.2086029,-0.003797696
243.0518188,0.000115622,243.0518188,0.015490349,243.0518188,0.058176145,243.0518188,0.055551305,243.0518188,0.027725266,243.0518188,0.005568964,243.0518188,0.001941614,243.0518188,0.007474748,243.0518188,0.006004776,243.0518188,0.014451525,243.0518188,0.013766881,243.0518188,0.029723769,243.0518188,0.021351023,243.0518188,0.028009424,243.0518188,0.016565522,243.0518188,0.009717666,243.0518188,0.006293372,243.0518188,0.024061071,243.0518188,0.019856386,243.0518188,0.007972007,243.0518188,0.007096868,243.0518188,0.011720228,243.0518188,0.00626598,243.0518188,0.006231499,243.0518188,0.003731684,243.0518188,0.020878984,243.0518188,0.00590925,243.0518188,0.019239258,243.0518188,0.015281212,243.0518188,0.029701592,243.0518188,0.012105773,243.0518188,0.021606008,243.0518188,0.034205411,243.0518188,0.0063168,243.0518188,0.016888082,243.0518188,0.011465877,243.0518188,0.020973893,243.0518188,0.006839556,243.0518188,0.014558719,243.0518188,0.013054905,243.0518188,0.004490955,243.0518188,0.016231,243.0518188,0.012881413,243.0518188,0.018843979,243.0518188,0.026613502,243.0518188,0.031991325,243.0518188,0.011790441,243.0518188,0.010429437,243.0518188,0.007129786,243.0518188,0.01017282,243.0518188,0.004418433,243.0518188,0.013395316,243.0518188,0.089257754,243.0518188,0.012906105,243.0518188,0.031030942,243.0518188,0.00343354,243.0518188,0.009592313,243.0518188,0.027646167,243.0518188,0.007487363,243.0518188,-0.000919324,243.0518188,0.003693723,243.0518188,0.008044175,243.0518188,0.026098488,243.0518188,-0.00279799,243.0518188,0.019950639,243.0518188,0.001984389,243.0518188,0.005414555,243.0518188,0.040211562,243.0518188,0.002593061,243.0518188,0.004831261,243.0518188,0.043264061,243.0518188,-0.000369288,243.0518188,0.006679595,243.0518188,-0.004530252,243.0518188,0.002944001,243.0518188,-0.008709582,243.0518188,-0.00282052,243.0518188,0.000237646,243.0518188,9.33E-05,243.0518188,0.001967513,243.0518188,-0.004588963,243.0518188,-0.012173522,243.0518188,-0.00054461,243.0518188,-0.007692191,243.0518188,-0.002807043,243.0518188,0.008773255,243.0518188,0.00011368,243.0518188,-0.005687689,243.0518188,-0.000192187,243.0518188,-0.002399357,243.0518188,-0.00235312,243.0518188,-0.001261298,243.0518188,-0.003653408
242.8950195,0.000237517,242.8950195,0.015777025,242.8950195,0.058232382,242.8950195,0.055674233,242.8950195,0.027798172,242.8950195,0.00563229,242.8950195,0.002052578,242.8950195,0.007730776,242.8950195,0.006364264,242.8950195,0.0143789,242.8950195,0.013836866,242.8950195,0.029978948,242.8950195,0.021512754,242.8950195,0.02792025,242.8950195,0.017099934,242.8950195,0.00955246,242.8950195,0.006392529,242.8950195,0.024284473,242.8950195,0.02001336,242.8950195,0.008152833,242.8950195,0.006955383,242.8950195,0.011778899,242.8950195,0.006383597,242.8950195,0.006302564,242.8950195,0.003767299,242.8950195,0.0210882,242.8950195,0.006170186,242.8950195,0.019701853,242.8950195,0.015379331,242.8950195,0.029698767,242.8950195,0.012128931,242.8950195,0.021826353,242.8950195,0.035068806,242.8950195,0.006410787,242.8950195,0.017183922,242.8950195,0.011591425,242.8950195,0.020973485,242.8950195,0.006881133,242.8950195,0.014730821,242.8950195,0.013148787,242.8950195,0.004541228,242.8950195,0.016688384,242.8950195,0.013251284,242.8950195,0.019003427,242.8950195,0.026748022,242.8950195,0.031993415,242.8950195,0.011897886,242.8950195,0.010575189,242.8950195,0.007235057,242.8950195,0.010261708,242.8950195,0.004565974,242.8950195,0.01347253,242.8950195,0.087179132,242.8950195,0.013044395,242.8950195,0.031355694,242.8950195,0.003595859,242.8950195,0.009722774,242.8950195,0.028108198,242.8950195,0.00781885,242.8950195,-0.000684248,242.8950195,0.003669731,242.8950195,0.008093384,242.8950195,0.026251465,242.8950195,-0.002710843,242.8950195,0.0201359,242.8950195,0.002166381,242.8950195,0.00572348,242.8950195,0.040608507,242.8950195,0.002730006,242.8950195,0.004857149,242.8950195,0.041532818,242.8950195,-0.000212265,242.8950195,0.006924608,242.8950195,-0.004433511,242.8950195,0.002997927,242.8950195,-0.008535292,242.8950195,-0.002746496,242.8950195,0.000362529,242.8950195,0.000114561,242.8950195,0.002103194,242.8950195,-0.004501202,242.8950195,-0.012192349,242.8950195,-0.000349682,242.8950195,-0.007610396,242.8950195,-0.002778957,242.8950195,0.009000715,242.8950195,0.000378307,242.8950195,-0.005586553,242.8950195,-0.00021537,242.8950195,-0.002424482,242.8950195,-0.002302088,242.8950195,-0.001100363,242.8950195,-0.003331552
242.7382202,0.000140325,242.7382202,0.015797347,242.7382202,0.058386423,242.7382202,0.056281816,242.7382202,0.027818732,242.7382202,0.005551423,242.7382202,0.00198699,242.7382202,0.007853984,242.7382202,0.006309997,242.7382202,0.014550046,242.7382202,0.013836786,242.7382202,0.030361623,242.7382202,0.022014814,242.7382202,0.027787272,242.7382202,0.016860927,242.7382202,0.009534864,242.7382202,0.006490527,242.7382202,0.024527354,242.7382202,0.020223191,242.7382202,0.008294445,242.7382202,0.006812392,242.7382202,0.01184601,242.7382202,0.006458918,242.7382202,0.006497726,242.7382202,0.003822502,242.7382202,0.021016194,242.7382202,0.006299938,242.7382202,0.019563215,242.7382202,0.015616423,242.7382202,0.029892836,242.7382202,0.012157335,242.7382202,0.022234468,242.7382202,0.035451841,242.7382202,0.00651633,242.7382202,0.017054431,242.7382202,0.011566462,242.7382202,0.02093108,242.7382202,0.006678728,242.7382202,0.014555427,242.7382202,0.013167946,242.7382202,0.004688156,242.7382202,0.016890908,242.7382202,0.013528153,242.7382202,0.01913818,242.7382202,0.026999146,242.7382202,0.032305587,242.7382202,0.012088685,242.7382202,0.010715099,242.7382202,0.007377634,242.7382202,0.010492389,242.7382202,0.004727121,242.7382202,0.013560227,242.7382202,0.090289138,242.7382202,0.013123414,242.7382202,0.031555738,242.7382202,0.003770589,242.7382202,0.00981578,242.7382202,0.02838238,242.7382202,0.007892021,242.7382202,-0.000711902,242.7382202,0.003391821,242.7382202,0.008177891,242.7382202,0.026377484,242.7382202,-0.002585956,242.7382202,0.020612562,242.7382202,0.002259474,242.7382202,0.005598174,242.7382202,0.040934473,242.7382202,0.002843231,242.7382202,0.004880997,242.7382202,0.042066135,242.7382202,-0.000131584,242.7382202,0.006981872,242.7382202,-0.004498537,242.7382202,0.003134061,242.7382202,-0.008623765,242.7382202,-0.002726278,242.7382202,0.000488277,242.7382202,0.000348591,242.7382202,0.002042539,242.7382202,-0.004567191,242.7382202,-0.012242886,242.7382202,-0.000340422,242.7382202,-0.007606733,242.7382202,-0.002716297,242.7382202,0.009306172,242.7382202,0.000515773,242.7382202,-0.005557931,242.7382202,-0.000301208,242.7382202,-0.00229287,242.7382202,-0.00213211,242.7382202,-0.000806582,242.7382202,-0.003310282
242.5814209,0.000179349,242.5814209,0.016087234,242.5814209,0.058542468,242.5814209,0.055713225,242.5814209,0.0278529,242.5814209,0.005560809,242.5814209,0.002012319,242.5814209,0.008055541,242.5814209,0.006455844,242.5814209,0.014615391,242.5814209,0.014092503,242.5814209,0.030358735,242.5814209,0.022115011,242.5814209,0.027725156,242.5814209,0.017299443,242.5814209,0.01030669,242.5814209,0.006645791,242.5814209,0.024888752,242.5814209,0.020521665,242.5814209,0.008389257,242.5814209,0.006866695,242.5814209,0.011911215,242.5814209,0.006689033,242.5814209,0.006447489,242.5814209,0.003884738,242.5814209,0.021486398,242.5814209,0.006326597,242.5814209,0.020036157,242.5814209,0.015633892,242.5814209,0.030408429,242.5814209,0.012132126,242.5814209,0.022668572,242.5814209,0.035526726,242.5814209,0.006494625,242.5814209,0.016989525,242.5814209,0.011703527,242.5814209,0.021023341,242.5814209,0.006685694,242.5814209,0.014648617,242.5814209,0.013263213,242.5814209,0.004772082,242.5814209,0.017074624,242.5814209,0.013844803,242.5814209,0.019277006,242.5814209,0.026871432,242.5814209,0.032390479,242.5814209,0.012375974,242.5814209,0.010960064,242.5814209,0.007424029,242.5814209,0.01069979,242.5814209,0.004671671,242.5814209,0.013907878,242.5814209,0.083455823,242.5814209,0.013177899,242.5814209,0.031277765,242.5814209,0.003784663,242.5814209,0.009931821,242.5814209,0.028328,242.5814209,0.007954975,242.5814209,-0.000587111,242.5814209,0.003453943,242.5814209,0.008405277,242.5814209,0.026592558,242.5814209,-0.002758637,242.5814209,0.020636315,242.5814209,0.00238408,242.5814209,0.005599616,242.5814209,0.041222911,242.5814209,0.002967301,242.5814209,0.005106374,242.5814209,0.042593651,242.5814209,-0.000123924,242.5814209,0.007145733,242.5814209,-0.004311631,242.5814209,0.003105877,242.5814209,-0.008518488,242.5814209,-0.002728438,242.5814209,0.000665391,242.5814209,0.000314447,242.5814209,0.002015908,242.5814209,-0.004337465,242.5814209,-0.012178003,242.5814209,-0.000133085,242.5814209,-0.007573002,242.5814209,-0.002709557,242.5814209,0.009650908,242.5814209,0.000674724,242.5814209,-0.005559771,242.5814209,-8.88E-05,242.5814209,-0.002185223,242.5814209,-0.002042408,242.5814209,-0.000682284,242.5814209,-0.003291169
242.4246216,-1.97E-05,242.4246216,0.016048418,242.4246216,0.058545817,242.4246216,0.055765964,242.4246216,0.028269343,242.4246216,0.005529766,242.4246216,0.002005583,242.4246216,0.008146951,242.4246216,0.006634541,242.4246216,0.014769947,242.4246216,0.01395535,242.4246216,0.03041923,242.4246216,0.022375869,242.4246216,0.0277812,242.4246216,0.017159523,242.4246216,0.009644504,242.4246216,0.006672813,242.4246216,0.024881378,242.4246216,0.02063816,242.4246216,0.008350517,242.4246216,0.006823331,242.4246216,0.012106785,242.4246216,0.00667008,242.4246216,0.006415778,242.4246216,0.003997559,242.4246216,0.021359751,242.4246216,0.006327595,242.4246216,0.020238567,242.4246216,0.015760625,242.4246216,0.030233527,242.4246216,0.012365826,242.4246216,0.02248212,242.4246216,0.035910193,242.4246216,0.006556667,242.4246216,0.017079391,242.4246216,0.011719137,242.4246216,0.021208243,242.4246216,0.006566023,242.4246216,0.014686209,242.4246216,0.013378737,242.4246216,0.004905396,242.4246216,0.017115308,242.4246216,0.014074347,242.4246216,0.019277899,242.4246216,0.026847584,242.4246216,0.03239876,242.4246216,0.012347636,242.4246216,0.01095364,242.4246216,0.00756917,242.4246216,0.010595215,242.4246216,0.004838825,242.4246216,0.01392616,242.4246216,0.088474907,242.4246216,0.013309014,242.4246216,0.031488102,242.4246216,0.003815373,242.4246216,0.009957512,242.4246216,0.028490443,242.4246216,0.008110896,242.4246216,-0.000540525,242.4246216,0.003490449,242.4246216,0.008328536,242.4246216,0.026554225,242.4246216,-0.002747319,242.4246216,0.020498518,242.4246216,0.00250815,242.4246216,0.005750444,242.4246216,0.041350961,242.4246216,0.003132236,242.4246216,0.005055512,242.4246216,0.042351585,242.4246216,-9.42E-05,242.4246216,0.007099605,242.4246216,-0.004429001,242.4246216,0.003040989,242.4246216,-0.008586409,242.4246216,-0.002918445,242.4246216,0.000619842,242.4246216,0.00031525,242.4246216,0.002030394,242.4246216,-0.004544342,242.4246216,-0.012351743,242.4246216,-0.000240104,242.4246216,-0.007565931,242.4246216,-0.002793515,242.4246216,0.00966229,242.4246216,0.000726917,242.4246216,-0.005581902,242.4246216,-9.55E-05,242.4246216,-0.002269231,242.4246216,-0.002012726,242.4246216,-0.000743843,242.4246216,-0.003130676
242.2678223,7.42E-05,242.2678223,0.015870934,242.2678223,0.059074353,242.2678223,0.056023136,242.2678223,0.028266637,242.2678223,0.00576718,242.2678223,0.002052812,242.2678223,0.00841644,242.2678223,0.006480673,242.2678223,0.01467408,242.2678223,0.014099536,242.2678223,0.030754749,242.2678223,0.022814345,242.2678223,0.028019391,242.2678223,0.017582949,242.2678223,0.010474966,242.2678223,0.006794012,242.2678223,0.025100155,242.2678223,0.020996008,242.2678223,0.008496681,242.2678223,0.007046798,242.2678223,0.012315438,242.2678223,0.006680857,242.2678223,0.00671377,242.2678223,0.004138606,242.2678223,0.021370683,242.2678223,0.006646291,242.2678223,0.020462481,242.2678223,0.016090458,242.2678223,0.030025158,242.2678223,0.012491502,242.2678223,0.023139397,242.2678223,0.036378175,242.2678223,0.006788596,242.2678223,0.017248858,242.2678223,0.012131513,242.2678223,0.02118196,242.2678223,0.006476627,242.2678223,0.014929915,242.2678223,0.013384237,242.2678223,0.005019791,242.2678223,0.017654279,242.2678223,0.014569748,242.2678223,0.019285234,242.2678223,0.02704774,242.2678223,0.032637741,242.2678223,0.01259888,242.2678223,0.01115733,242.2678223,0.007812103,242.2678223,0.01090453,242.2678223,0.004745806,242.2678223,0.014131491,242.2678223,0.087292388,242.2678223,0.013489807,242.2678223,0.031512596,242.2678223,0.003962108,242.2678223,0.010138425,242.2678223,0.029197607,242.2678223,0.008436236,242.2678223,-0.000476351,242.2678223,0.00372346,242.2678223,0.008312202,242.2678223,0.026691066,242.2678223,-0.002808329,242.2678223,0.020591173,242.2678223,0.002577645,242.2678223,0.005786697,242.2678223,0.041869625,242.2678223,0.00326523,242.2678223,0.005243511,242.2678223,0.043574225,242.2678223,3.81E-05,242.2678223,0.007276593,242.2678223,-0.004239911,242.2678223,0.003188297,242.2678223,-0.008521483,242.2678223,-0.003159048,242.2678223,0.000822139,242.2678223,0.000590187,242.2678223,0.001959373,242.2678223,-0.004493926,242.2678223,-0.01234022,242.2678223,-0.000193325,242.2678223,-0.007696362,242.2678223,-0.002728336,242.2678223,0.009922976,242.2678223,0.001131058,242.2678223,-0.005541625,242.2678223,-0.000159532,242.2678223,-0.001940059,242.2678223,-0.001899649,242.2678223,-0.000656851,242.2678223,-0.002900291
242.1110229,0.000107259,242.1110229,0.016119767,242.1110229,0.059309751,242.1110229,0.056470893,242.1110229,0.02839523,242.1110229,0.005873433,242.1110229,0.002072813,242.1110229,0.008508058,242.1110229,0.006590649,242.1110229,0.014900954,242.1110229,0.014537064,242.1110229,0.031167561,242.1110229,0.023136092,242.1110229,0.028265476,242.1110229,0.017629234,242.1110229,0.010510316,242.1110229,0.006976716,242.1110229,0.025459092,242.1110229,0.02140859,242.1110229,0.008597927,242.1110229,0.006976032,242.1110229,0.012472427,242.1110229,0.006788596,242.1110229,0.006757912,242.1110229,0.004176162,242.1110229,0.02185284,242.1110229,0.006775607,242.1110229,0.020906959,242.1110229,0.016345758,242.1110229,0.030418314,242.1110229,0.012714121,242.1110229,0.023302915,242.1110229,0.036861911,242.1110229,0.006909748,242.1110229,0.017362295,242.1110229,0.0119089,242.1110229,0.021363204,242.1110229,0.006411943,242.1110229,0.014814246,242.1110229,0.013582154,242.1110229,0.004960194,242.1110229,0.018395204,242.1110229,0.015194668,242.1110229,0.019515531,242.1110229,0.027334595,242.1110229,0.033279613,242.1110229,0.012939841,242.1110229,0.011219272,242.1110229,0.007907864,242.1110229,0.010951888,242.1110229,0.00481511,242.1110229,0.014303022,242.1110229,0.085099891,242.1110229,0.013479446,242.1110229,0.03180144,242.1110229,0.004083781,242.1110229,0.010409605,242.1110229,0.029528942,242.1110229,0.008557161,242.1110229,-0.000416254,242.1110229,0.00381882,242.1110229,0.00834516,242.1110229,0.026985317,242.1110229,-0.002758534,242.1110229,0.021070482,242.1110229,0.002876193,242.1110229,0.005946723,242.1110229,0.042425077,242.1110229,0.003384542,242.1110229,0.005337634,242.1110229,0.044008691,242.1110229,0.000220604,242.1110229,0.007427952,242.1110229,-0.004262674,242.1110229,0.003127438,242.1110229,-0.008484372,242.1110229,-0.003309768,242.1110229,0.001151925,242.1110229,0.0005997,242.1110229,0.001908488,242.1110229,-0.004469433,242.1110229,-0.012366638,242.1110229,-0.000140952,242.1110229,-0.007673066,242.1110229,-0.002745004,242.1110229,0.010372539,242.1110229,0.001533912,242.1110229,-0.005575667,242.1110229,-0.000130239,242.1110229,-0.001980826,242.1110229,-0.001706308,242.1110229,-0.000271355,242.1110229,-0.002605873
241.9542084,9.98E-05,241.9542084,0.016242368,241.9542084,0.059768036,241.9542084,0.057198785,241.9542084,0.028687015,241.9542084,0.005782631,241.9542084,0.002101243,241.9542084,0.008653906,241.9542084,0.006753942,241.9542084,0.015016433,241.9542084,0.014590254,241.9542084,0.031696226,241.9542084,0.023574052,241.9542084,0.028773332,241.9542084,0.01819681,241.9542084,0.010489471,241.9542084,0.007307208,241.9542084,0.025797091,241.9542084,0.021803327,241.9542084,0.008822257,241.9542084,0.007281516,241.9542084,0.01262233,241.9542084,0.00700026,241.9542084,0.006779261,241.9542084,0.004462211,241.9542084,0.022162762,241.9542084,0.006960591,241.9542084,0.021392383,241.9542084,0.01690135,241.9542084,0.031015789,241.9542084,0.012958055,241.9542084,0.02406575,241.9542084,0.037399702,241.9542084,0.007081397,241.9542084,0.017612441,241.9542084,0.012209302,241.9542084,0.021567404,241.9542084,0.006300778,241.9542084,0.01493246,241.9542084,0.013861506,241.9542084,0.005242725,241.9542084,0.018771965,241.9542084,0.015585244,241.9542084,0.019536516,241.9542084,0.027378568,241.9542084,0.033802826,241.9542084,0.013152203,241.9542084,0.011368796,241.9542084,0.007986587,241.9542084,0.011111093,241.9542084,0.00495967,241.9542084,0.014593332,241.9542084,0.089179643,241.9542084,0.013668537,241.9542084,0.031924151,241.9542084,0.004314444,241.9542084,0.010646863,241.9542084,0.030006519,241.9542084,0.008951694,241.9542084,-0.000261214,241.9542084,0.004090209,241.9542084,0.00848438,241.9542084,0.027004434,241.9542084,-0.002609115,241.9542084,0.02111657,241.9542084,0.003031344,241.9542084,0.00607205,241.9542084,0.042843338,241.9542084,0.003620081,241.9542084,0.005455682,241.9542084,0.044964764,241.9542084,0.0004471,241.9542084,0.007575229,241.9542084,-0.004206636,241.9542084,0.003192417,241.9542084,-0.00865645,241.9542084,-0.003344242,241.9542084,0.001171469,241.9542084,0.000753391,241.9542084,0.001912388,241.9542084,-0.004445144,241.9542084,-0.012462433,241.9542084,-0.000160101,241.9542084,-0.007677186,241.9542084,-0.002721493,241.9542084,0.010927359,241.9542084,0.001853684,241.9542084,-0.005553382,241.9542084,-0.000247399,241.9542084,-0.001706618,241.9542084,-0.001479243,241.9542084,5.62E-05,241.9542084,-0.002487236
241.7973938,0.000179971,241.7973938,0.016332077,241.7973938,0.060063258,241.7973938,0.057560384,241.7973938,0.028746586,241.7973938,0.005897311,241.7973938,0.002252969,241.7973938,0.008954812,241.7973938,0.007261168,241.7973938,0.015336691,241.7973938,0.01471778,241.7973938,0.032249011,241.7973938,0.023953447,241.7973938,0.028908523,241.7973938,0.018505322,241.7973938,0.010863468,241.7973938,0.00727912,241.7973938,0.026267085,241.7973938,0.022163089,241.7973938,0.009154844,241.7973938,0.00736755,241.7973938,0.01293472,241.7973938,0.007114998,241.7973938,0.007073003,241.7973938,0.004616543,241.7973938,0.02237884,241.7973938,0.007026672,241.7973938,0.021727746,241.7973938,0.017317897,241.7973938,0.031124176,241.7973938,0.013286567,241.7973938,0.024544144,241.7973938,0.037685886,241.7973938,0.0073145,241.7973938,0.017987173,241.7973938,0.012188856,241.7973938,0.021607477,241.7973938,0.006378659,241.7973938,0.015064777,241.7973938,0.013946394,241.7973938,0.005333021,241.7973938,0.019309238,241.7973938,0.016120411,241.7973938,0.019724309,241.7973938,0.027589947,241.7973938,0.033912722,241.7973938,0.013267403,241.7973938,0.011555907,241.7973938,0.008198308,241.7973938,0.011207557,241.7973938,0.005094483,241.7973938,0.014825147,241.7973938,0.086655542,241.7973938,0.013551067,241.7973938,0.032157432,241.7973938,0.004429782,241.7973938,0.01085816,241.7973938,0.030170618,241.7973938,0.009226363,241.7973938,-7.91E-05,241.7973938,0.004347204,241.7973938,0.008513629,241.7973938,0.027084135,241.7973938,-0.002378916,241.7973938,0.021582937,241.7973938,0.00327668,241.7973938,0.006277167,241.7973938,0.043366425,241.7973938,0.003809602,241.7973938,0.00560119,241.7973938,0.044480011,241.7973938,0.000534512,241.7973938,0.007810943,241.7973938,-0.004125976,241.7973938,0.003279262,241.7973938,-0.008625085,241.7973938,-0.003246156,241.7973938,0.001329439,241.7973938,0.000879771,241.7973938,0.001954147,241.7973938,-0.004351048,241.7973938,-0.01233086,241.7973938,-6.91E-05,241.7973938,-0.007704093,241.7973938,-0.002546172,241.7973938,0.011247165,241.7973938,0.002301604,241.7973938,-0.005514942,241.7973938,-0.000132102,241.7973938,-0.001541721,241.7973938,-0.001224542,241.7973938,0.00027813,241.7973938,-0.002296629
241.6405945,-2.88E-05,241.6405945,0.016423605,241.6405945,0.060400981,241.6405945,0.057580628,241.6405945,0.029024603,241.6405945,0.006007899,241.6405945,0.002332313,241.6405945,0.009130337,241.6405945,0.007112445,241.6405945,0.01549888,241.6405945,0.015014718,241.6405945,0.032570742,241.6405945,0.024172032,241.6405945,0.029172996,241.6405945,0.018640028,241.6405945,0.010817049,241.6405945,0.007399146,241.6405945,0.026340462,241.6405945,0.022300489,241.6405945,0.009331271,241.6405945,0.007391036,241.6405945,0.012864054,241.6405945,0.007186313,241.6405945,0.007057322,241.6405945,0.004582271,241.6405945,0.022362214,241.6405945,0.00722116,241.6405945,0.021772435,241.6405945,0.017688978,241.6405945,0.031065336,241.6405945,0.013397506,241.6405945,0.024738939,241.6405945,0.038230211,241.6405945,0.007436352,241.6405945,0.018044619,241.6405945,0.012202167,241.6405945,0.021661974,241.6405945,0.006314777,241.6405945,0.015009064,241.6405945,0.014074,241.6405945,0.005322932,241.6405945,0.020113043,241.6405945,0.016341135,241.6405945,0.019731,241.6405945,0.02772212,241.6405945,0.034080237,241.6405945,0.01367217,241.6405945,0.011677759,241.6405945,0.008406147,241.6405945,0.011165963,241.6405945,0.004972369,241.6405945,0.014788105,241.6405945,0.087619692,241.6405945,0.013468445,241.6405945,0.032250907,241.6405945,0.004520302,241.6405945,0.01094326,241.6405945,0.030628622,241.6405945,0.00934743,241.6405945,-8.84E-05,241.6405945,0.004462917,241.6405945,0.008549294,241.6405945,0.026978595,241.6405945,-0.002477816,241.6405945,0.021668941,241.6405945,0.003260901,241.6405945,0.006239167,241.6405945,0.043527152,241.6405945,0.003911537,241.6405945,0.005672624,241.6405945,0.045783993,241.6405945,0.000694662,241.6405945,0.00786632,241.6405945,-0.004167359,241.6405945,0.00313393,241.6405945,-0.008697657,241.6405945,-0.00338796,241.6405945,0.001406667,241.6405945,0.000853029,241.6405945,0.001943616,241.6405945,-0.004393537,241.6405945,-0.012420525,241.6405945,-0.000147163,241.6405945,-0.007787803,241.6405945,-0.0026562,241.6405945,0.011435286,241.6405945,0.002654132,241.6405945,-0.005560231,241.6405945,-0.00019348,241.6405945,-0.001460719,241.6405945,-0.001127216,241.6405945,0.000457905,241.6405945,-0.002087235
