Date and Time (UTC),Site,Weather Station,Sensor,Sensor Value (ADC),Sensor Battery (V),Sensor Tx Level,Sensor Temperature (°C),Sensor Tilt (°),Sensor Depth (m),Turbidity (NTU),Salinity (PSU),Dissolved Oxygen (%),DO Concentration (mg/l),CDOM (ppb),Chlorophyll (µg/L),Phycocyanin (ppb),Air Temperature (°C),Barometric Air Pressure (mb),Wind Speed (kph),Wind Gusts (kph),Wind Direction
2021-08-15 4:22,raeon-1,,aquaMeasure-671125,173,,,,173,,,,,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-670774,219,,,,,,,,120.2,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-686160,179,,,,179,,,,,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-682502,72,1,,,,,,,,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-684005,5,,,,,,,,,,,,8.9,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-670792,183,,,,,,,,100.5,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-671124,139,,,,,,,,76.3,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-671121,179,,,,,,,,98.3,,,,,,,,,
2021-08-15 4:23,raeon-1,,aquaMeasure-684504,2,,,,,,,,,,1,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-671074,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-671123,173,,,,,,,,95,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-684501,3,,,,,,,,,,2,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-670772,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-671132,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-671125,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-684004,31,,,,,,,,,,,,54.9,,,,,
2021-08-15 4:24,raeon-1,,aquaMeasure-682502,123,,,,,,,,,,,24.2,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-670774,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671121,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671127,51,,,,,,,,28,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671077,63,,,,,,,,34.6,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-670792,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671073,170,,,,,,,,93.3,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-671074,205,,,,,,,,112.5,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-684503,6,,,,6,,,,,,,,,,,,,
2021-08-15 4:25,raeon-1,,aquaMeasure-670772,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-671125,172,,,,,,,,94.4,,,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-671127,184,,,18.4,,,,,,,,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-684005,6,,,,,,,,,,,,10.6,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-670792,176,,,,176,,,,,,,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:26,raeon-1,,aquaMeasure-684505,,,,,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-671121,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-682006,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-671123,173,,,,,,,,95,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-671077,193,,,19.3,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-682505,,,,,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19,1026.9,11.7,14.9,NE
2021-08-15 4:27,raeon-1,,aquaMeasure-684503,72,1,,,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-671124,170,,,,170,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,18,1026.2,9.2,11.8,NE
2021-08-15 4:27,raeon-1,,aquaMeasure-671074,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-682502,103,,,,,,,,,,,20.3,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-671132,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-670774,222,,,,,,,,121.9,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-682007,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:27,raeon-1,,aquaMeasure-670772,167,,,,167,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-671127,165,,,,165,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-684005,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-684004,10,,,,10,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-671125,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-670792,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-684000,15,,,,,,,,,,,,26.6,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-671073,170,,,,,,,,93.3,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-682003,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-684001,5,,,,5,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-671077,66,,,,,,,,36.2,,,,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-682524,48,,,,,,,,,,,9.4,,,,,,
2021-08-15 4:28,raeon-1,,aquaMeasure-671121,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-682005,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-671132,164,,,,,,,,90,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-686160,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-671074,166,,,,166,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-670772,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-671127,51,,,,,,,,28,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-670774,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-684500,252,,,25.2,,,,,,,,,,,,,,
2021-08-15 4:29,raeon-1,,aquaMeasure-670792,182,,,,,,,,99.9,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-671123,166,,,,166,,,,,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-684005,7,,,,7,,,,,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-684004,38,,,,,,,,,,,,67.3,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-671125,171,,,,,,,,93.9,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-671121,179,,,,,,,,98.3,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-671077,194,,,19.4,,,,,,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-682008,254,,,,,,15,,,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-670772,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-682502,107,,,,,,,,,,,21.1,,,,,,
2021-08-15 4:30,raeon-1,,aquaMeasure-671124,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-671132,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-671074,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-682509,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-671127,185,,,18.5,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-670792,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-670774,218,,,,,,,,119.7,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-671125,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-670772,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-671123,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 4:31,raeon-1,,aquaMeasure-671121,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-684005,11,,,,,,,,,,,,19.5,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-671073,170,,,,,,,,93.3,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-671124,139,,,,,,,,76.3,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-671077,19,,,,19,,,,,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-682517,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-671074,206,,,,,,,,113.1,,,,,,,,,
2021-08-15 4:32,raeon-1,,aquaMeasure-670792,183,,,,,,,,100.5,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671132,164,,,,,,,,90,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671127,51,,,,,,,,28,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-682523,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671125,172,,,,,,,,94.4,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-670774,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-682502,87,,,,,,,,,,,17.1,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-684504,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-670772,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671124,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-684004,39,,,,,,,,,,,,69.1,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671121,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-671077,61,,,,,,,,33.5,,,,,,,,,
2021-08-15 4:33,raeon-1,,aquaMeasure-684005,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-670792,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-684501,15,,,,15,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-686160,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-671132,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-671074,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-671123,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-671125,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:34,raeon-1,,aquaMeasure-670772,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:35,raeon-1,,aquaMeasure-670774,203,,,,,,,,111.5,,,,,,,,,
2021-08-15 4:35,raeon-1,,aquaMeasure-671073,169,,,,169,,,,,,,,,,,,,
2021-08-15 4:35,raeon-1,,aquaMeasure-684005,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 4:35,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:35,raeon-1,,aquaMeasure-671121,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:35,raeon-1,,aquaMeasure-671077,192,,,19.2,,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671132,164,,,,,,,,90,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-670792,182,,,,,,,,99.9,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671074,205,,,,,,,,112.5,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671124,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-682502,6,,,,6,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-670772,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671125,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671121,171,,,,171,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-682006,254,,,,,,15,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-671127,51,,,,,,,,28,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-670774,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:36,raeon-1,,aquaMeasure-682505,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-671073,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-684004,37,,,,,,,,,,,,65.6,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-684005,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19.1,1027,11,14.3,NE
2021-08-15 4:37,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,18,1026.4,8.3,10.9,NE
2021-08-15 4:37,raeon-1,,aquaMeasure-684505,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-686160,178,,,,178,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-671124,139,,,,,,,,76.3,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-671123,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-670792,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-671074,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:37,raeon-1,,aquaMeasure-682007,254,,,,,,15,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-671125,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-671127,185,,,18.5,,,,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-682502,75,,,,,,,,,,,14.8,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-671073,170,,,,,,,,93.3,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-670772,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-682003,254,,,,,,15,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-684001,31,,,,,,,,,,,,54.9,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-671121,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-684000,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-670774,211,,,,,,,,115.8,,,,,,,,,
2021-08-15 4:38,raeon-1,,aquaMeasure-682524,252,,,25.2,,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-671132,164,,,,,,,,90,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-684501,2,,,,,,,,,,1,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-670792,182,,,,,,,,99.9,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-684005,8,,,,,,,,,,,,14.2,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-671124,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-671077,191,,,19.1,,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-671125,176,,,,176,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-671074,206,,,,,,,,113.1,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-670772,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:39,raeon-1,,aquaMeasure-684500,,,,,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-671127,51,,,,,,,,28,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-670792,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-684005,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-671121,179,,,,,,,,98.3,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-670774,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-682008,252,,,25.2,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-671132,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-671124,171,,,,171,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-686160,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-671077,60,,,,,,,,32.9,,,,,,,,,
2021-08-15 4:40,raeon-1,,aquaMeasure-682509,1,,,,,,,,,,,0.2,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-671074,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-671125,173,,,,,,,,95,,,,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-671127,185,,,18.5,,,,,,,,,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-684503,5,,,,5,,,,,,,,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-670772,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-682502,82,,,,,,,,,,,16.1,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-670792,175,,,,175,,,,,,,,,,,,,
2021-08-15 4:41,raeon-1,,aquaMeasure-671121,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-670774,11,,,,11,,,,,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-684005,6,,,,,,,,,,,,10.6,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-671073,170,,,,,,,,93.3,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-671077,191,,,19.1,,,,,,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-671124,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-671074,204,,,,,,,,112,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-682517,31,,,,,,,,,,,6.1,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:42,raeon-1,,aquaMeasure-671127,164,,,,164,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-671125,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-670772,166,,,,166,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-684504,2,,,,,,,,,,1,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-670774,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-684005,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-684004,4,,,,4,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-670792,182,,,,,,,,99.9,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-671132,164,,,,,,,,90,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-671121,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 4:43,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671077,59,,,,,,,,32.4,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671123,170,,,,170,,,,,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671124,139,,,,,,,,76.3,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671074,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671127,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671125,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-684005,14,,,,14,,,,,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-670772,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-682502,85,,,,,,,,,,,16.7,,,,,,
2021-08-15 4:44,raeon-1,,aquaMeasure-671073,170,,,,,,,,93.3,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-670774,213,,,,,,,,116.9,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-684004,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-671121,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-670792,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-671077,192,,,19.2,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-671132,242,,,24.2,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-671125,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 4:45,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-671123,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-671127,51,,,,,,,,28,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-671074,159,,,,159,,,,,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-684005,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-670772,250,,,25,,,,,,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-671073,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 4:46,raeon-1,,aquaMeasure-682006,249,,,24.9,,,,,,,,,,,,,,
