,BLANK_1,,BLANK_2,,S212_1,,S212_2,,S229_1,,S229_2,,S239_1,,S239_2,,S237_1,,S237_2,,CTL3_1,,CTL3_2,,S213_1,,S213_2,,S216_1,,S216_2,,S242_1,,S242_2,,S235_1,,S235_2,,S225_1,,S225_2,,S295_1,,S295_2,,S220_1,,S220_2,,S236_1,,S236_2,,S207_1,,S207_2,,S226_1,,S226_2,,S233_1,,S233_2,,S227_1,,S227_2,,S217_1,,S217_2,,DET001_1,,DET001_2,,S206_1,,S206_2,,S218_1,,S218_2,,S247_1,,S247_2,,S228_1,,S228_2,,S300_1,,S300_2,,S208_1,,S208_2,,S215_1,,S215_2,,S221_1,,S221_2,,S211_1,,S211_2,,S241_1,,S241_2,,S214_1,,S214_2,,S284_1,,S284_2,,S278_1,,S278_2,,S288_1,,S288_2,,S303_1,,S303_2,,S309_1,,S309_2,,S308_1,,S308_2,,S280_1,,S280_2,,S287_1,,S287_2,,S281_1,,S281_2,,CTL6_1,,CTL6_2,,S286_1,,S286_2,,CTL4_1,,CTL4_2,,S279_1,,S279_2,,S286BIS_1,,S286BIS_2,,S283_1,,S283_2,,S2821,,S282_2,,S302_1,,S302_2
230.6515198,0.000264247,230.6515198,-0.005681455,230.6515198,0.041205008,230.6515198,0.027306836,230.6515198,0.04200602,230.6515198,0.029661626,230.6515198,0.037719116,230.6515198,0.035801474,230.6515198,0.015607729,230.6515198,0.024338569,230.6515198,0.019423837,230.6515198,0.025273249,230.6515198,0.031214956,230.6515198,0.039101824,230.6515198,0.028735772,230.6515198,0.039758462,230.6515198,0.037912369,230.6515198,0.050118387,230.6515198,0.045612451,230.6515198,0.040137421,230.6515198,0.03964274,230.6515198,0.02999498,230.6515198,0.081904292,230.6515198,0.079000875,230.6515198,0.071222626,230.6515198,0.062330797,230.6515198,0.009683385,230.6515198,0.02402162,230.6515198,0.046663623,230.6515198,0.025346512,230.6515198,0.035718754,230.6515198,0.028003763,230.6515198,0.037170947,230.6515198,0.024698822,230.6515198,0.040241834,230.6515198,0.040674455,230.6515198,0.047698274,230.6515198,0.038174018,230.6515198,0.060243431,230.6515198,0.074904732,230.6515198,0.036335252,230.6515198,0.029143346,230.6515198,0.012166865,230.6515198,0.021102302,230.6515198,0.043677948,230.6515198,0.040916469,230.6515198,0.047660112,230.6515198,0.048515532,230.6515198,0.066543192,230.6515198,0.078771882,230.6515198,0.036146469,230.6515198,0.007824886,230.6515198,0.027343858,230.6515198,0.022350686,230.6515198,0.021962013,230.6515198,0.025191056,230.6515198,0.012158399,230.6515198,0.018102854,230.6515198,0.067371488,230.6515198,0.059222102,230.6515198,0.040122911,230.6515198,0.09634205,230.6515198,0.0820719,230.6515198,0.088446185,230.6515198,0.092136338,230.6515198,0.081409156,230.6515198,0.068133734,230.6515198,0.086218826,230.6515198,0.05161551,230.6515198,0.046707839,230.6515198,0.071701787,230.6515198,0.043809645,230.6515198,0.050650693,230.6515198,0.050214328,230.6515198,0.069775507,230.6515198,0.068834051,230.6515198,0.077787608,230.6515198,0.095769964,230.6515198,0.070058174,230.6515198,0.192447737,230.6515198,0.02930316,230.6515198,0.037797164,230.6515198,0.062354613,230.6515198,0.072114207,230.6515198,0.037671261,230.6515198,0.066607855,230.6515198,0.094116434,230.6515198,0.081510395,230.6515198,0.094267949,230.6515198,0.096981362,230.6515198,0.08204376,230.6515198,0.085397378,230.6515198,0.085293122,230.6515198,0.085701153,230.6515198,0.077424437,230.6515198,0.097395122
230.4944611,-0.000111917,230.4944611,-0.006232872,230.4944611,0.041844085,230.4944611,0.027790362,230.4944611,0.042865824,230.4944611,0.030125057,230.4944611,0.038434215,230.4944611,0.036227472,230.4944611,0.016108349,230.4944611,0.024912437,230.4944611,0.019700281,230.4944611,0.026474182,230.4944611,0.031852331,230.4944611,0.039779823,230.4944611,0.029136565,230.4944611,0.040601403,230.4944611,0.038818754,230.4944611,0.050937947,230.4944611,0.047209889,230.4944611,0.040764067,230.4944611,0.039943319,230.4944611,0.030039445,230.4944611,0.083516471,230.4944611,0.080812119,230.4944611,0.07291162,230.4944611,0.064929836,230.4944611,0.009789224,230.4944611,0.024196938,230.4944611,0.047186051,230.4944611,0.025696149,230.4944611,0.036711968,230.4944611,0.028441383,230.4944611,0.037804876,230.4944611,0.024851499,230.4944611,0.040423255,230.4944611,0.041481521,230.4944611,0.048390709,230.4944611,0.038969483,230.4944611,0.061470449,230.4944611,0.076102681,230.4944611,0.037110068,230.4944611,0.02944353,230.4944611,0.012060685,230.4944611,0.021483978,230.4944611,0.044373803,230.4944611,0.042004395,230.4944611,0.048465546,230.4944611,0.049375512,230.4944611,0.068022005,230.4944611,0.080034502,230.4944611,0.036294445,230.4944611,0.007980259,230.4944611,0.027792074,230.4944611,0.022668436,230.4944611,0.022393284,230.4944611,0.025696095,230.4944611,0.012303907,230.4944611,0.018316057,230.4944611,0.068692334,230.4944611,0.061097685,230.4944611,0.040396325,230.4944611,0.097197048,230.4944611,0.084207863,230.4944611,0.090495184,230.4944611,0.095149517,230.4944611,0.082692318,230.4944611,0.069860175,230.4944611,0.088137724,230.4944611,0.052128989,230.4944611,0.048425868,230.4944611,0.073918678,230.4944611,0.044668924,230.4944611,0.052288644,230.4944611,0.051428884,230.4944611,0.071085982,230.4944611,0.069975629,230.4944611,0.078299552,230.4944611,0.096490242,230.4944611,0.073034137,230.4944611,0.195256576,230.4944611,0.029904205,230.4944611,0.038420074,230.4944611,0.063802414,230.4944611,0.073704861,230.4944611,0.03806999,230.4944611,0.067298032,230.4944611,0.096529424,230.4944611,0.083858654,230.4944611,0.096821032,230.4944611,0.099742964,230.4944611,0.084019698,230.4944611,0.08843939,230.4944611,0.086871631,230.4944611,0.087476872,230.4944611,0.079453424,230.4944611,0.100771777
230.3374176,0.000263755,230.3374176,-0.00603313,230.3374176,0.04263277,230.3374176,0.02901702,230.3374176,0.043557741,230.3374176,0.031159023,230.3374176,0.039747883,230.3374176,0.036407787,230.3374176,0.016514348,230.3374176,0.025493624,230.3374176,0.020336702,230.3374176,0.026727155,230.3374176,0.03250568,230.3374176,0.041143447,230.3374176,0.029800892,230.3374176,0.041175663,230.3374176,0.039295327,230.3374176,0.051462397,230.3374176,0.047828738,230.3374176,0.041627795,230.3374176,0.040350106,230.3374176,0.030729132,230.3374176,0.084248714,230.3374176,0.082710728,230.3374176,0.073946178,230.3374176,0.066028945,230.3374176,0.010162141,230.3374176,0.025417373,230.3374176,0.048015211,230.3374176,0.026576789,230.3374176,0.037596848,230.3374176,0.029266911,230.3374176,0.038309481,230.3374176,0.025417455,230.3374176,0.041171767,230.3374176,0.042420026,230.3374176,0.048930142,230.3374176,0.039163094,230.3374176,0.06302686,230.3374176,0.077190116,230.3374176,0.037152253,230.3374176,0.030100698,230.3374176,0.012852749,230.3374176,0.022340301,230.3374176,0.045590196,230.3374176,0.043221708,230.3374176,0.049966384,230.3374176,0.050401829,230.3374176,0.069560952,230.3374176,0.081552714,230.3374176,0.036856472,230.3374176,0.008286767,230.3374176,0.028510595,230.3374176,0.023112722,230.3374176,0.022637483,230.3374176,0.026074382,230.3374176,0.012847709,230.3374176,0.019064117,230.3374176,0.070681058,230.3374176,0.061728813,230.3374176,0.041476849,230.3374176,0.098129846,230.3374176,0.085666567,230.3374176,0.092263728,230.3374176,0.096379116,230.3374176,0.084603712,230.3374176,0.071002662,230.3374176,0.088593669,230.3374176,0.053294219,230.3374176,0.049466822,230.3374176,0.073745258,230.3374176,0.046009906,230.3374176,0.052919719,230.3374176,0.05271877,230.3374176,0.072041079,230.3374176,0.071941659,230.3374176,0.080493636,230.3374176,0.097870626,230.3374176,0.072974786,230.3374176,0.194170892,230.3374176,0.030310797,230.3374176,0.039219443,230.3374176,0.065574117,230.3374176,0.074544571,230.3374176,0.038385205,230.3374176,0.068305388,230.3374176,0.098159216,230.3374176,0.0854102,230.3374176,0.098604895,230.3374176,0.100807652,230.3374176,0.085999146,230.3374176,0.090179756,230.3374176,0.087398894,230.3374176,0.088933684,230.3374176,0.081288531,230.3374176,0.101982519
230.1803589,0.000127507,230.1803589,-0.005828289,230.1803589,0.043484975,230.1803589,0.029849939,230.1803589,0.044327475,230.1803589,0.031687401,230.1803589,0.040270459,230.1803589,0.037169538,230.1803589,0.016866444,230.1803589,0.025984781,230.1803589,0.02058835,230.1803589,0.026998347,230.1803589,0.033049136,230.1803589,0.040906001,230.1803589,0.030113904,230.1803589,0.042058263,230.1803589,0.0397375,230.1803589,0.052793305,230.1803589,0.048117831,230.1803589,0.042624976,230.1803589,0.041091628,230.1803589,0.031379011,230.1803589,0.086248375,230.1803589,0.083967812,230.1803589,0.074816674,230.1803589,0.067370549,230.1803589,0.010870847,230.1803589,0.024879869,230.1803589,0.048117541,230.1803589,0.02716225,230.1803589,0.038069312,230.1803589,0.030551018,230.1803589,0.038772814,230.1803589,0.025546415,230.1803589,0.04188522,230.1803589,0.042878393,230.1803589,0.04951562,230.1803589,0.039597508,230.1803589,0.06301076,230.1803589,0.078012683,230.1803589,0.03788045,230.1803589,0.030495476,230.1803589,0.012847843,230.1803589,0.022322834,230.1803589,0.046281692,230.1803589,0.043929607,230.1803589,0.050698023,230.1803589,0.050423749,230.1803589,0.070041724,230.1803589,0.082242452,230.1803589,0.037627053,230.1803589,0.008377091,230.1803589,0.028820382,230.1803589,0.023336129,230.1803589,0.02323685,230.1803589,0.026712097,230.1803589,0.013182248,230.1803589,0.019349942,230.1803589,0.070974648,230.1803589,0.063168749,230.1803589,0.041995015,230.1803589,0.098699756,230.1803589,0.087942332,230.1803589,0.093477793,230.1803589,0.097807296,230.1803589,0.087271497,230.1803589,0.072349317,230.1803589,0.089672774,230.1803589,0.054352261,230.1803589,0.049861319,230.1803589,0.074629836,230.1803589,0.046134736,230.1803589,0.053619571,230.1803589,0.053238675,230.1803589,0.073393203,230.1803589,0.072816253,230.1803589,0.081504241,230.1803589,0.099820457,230.1803589,0.07436651,230.1803589,0.194181815,230.1803589,0.031397823,230.1803589,0.03951633,230.1803589,0.06660457,230.1803589,0.075491235,230.1803589,0.039034616,230.1803589,0.068644337,230.1803589,0.099264815,230.1803589,0.08730574,230.1803589,0.100169346,230.1803589,0.103255689,230.1803589,0.08776582,230.1803589,0.090736605,230.1803589,0.089324713,230.1803589,0.090034142,230.1803589,0.083066881,230.1803589,0.10307353
230.0233002,0.000308593,230.0233002,-0.006222512,230.0233002,0.04454853,230.0233002,0.030620316,230.0233002,0.046620965,230.0233002,0.033560436,230.0233002,0.041453354,230.0233002,0.039093696,230.0233002,0.018180128,230.0233002,0.027023057,230.0233002,0.021888856,230.0233002,0.028291225,230.0233002,0.034714349,230.0233002,0.042332124,230.0233002,0.031340808,230.0233002,0.042855337,230.0233002,0.041152813,230.0233002,0.053906158,230.0233002,0.050845392,230.0233002,0.044312537,230.0233002,0.041858479,230.0233002,0.032524288,230.0233002,0.089699797,230.0233002,0.087351575,230.0233002,0.078821942,230.0233002,0.070100337,230.0233002,0.011497374,230.0233002,0.026289279,230.0233002,0.049960837,230.0233002,0.028736768,230.0233002,0.040229563,230.0233002,0.032299817,230.0233002,0.039560303,230.0233002,0.02667689,230.0233002,0.043269951,230.0233002,0.044648927,230.0233002,0.050865706,230.0233002,0.040619452,230.0233002,0.065950595,230.0233002,0.080411047,230.0233002,0.038918346,230.0233002,0.03182818,230.0233002,0.013521343,230.0233002,0.022872541,230.0233002,0.049000263,230.0233002,0.046191078,230.0233002,0.052190665,230.0233002,0.052781142,230.0233002,0.073171213,230.0233002,0.085434973,230.0233002,0.038132075,230.0233002,0.009257328,230.0233002,0.029623019,230.0233002,0.024489503,230.0233002,0.024759848,230.0233002,0.028108777,230.0233002,0.014226543,230.0233002,0.020507718,230.0233002,0.073239632,230.0233002,0.065603144,230.0233002,0.042861223,230.0233002,0.100247882,230.0233002,0.091913037,230.0233002,0.096758373,230.0233002,0.103100769,230.0233002,0.091999352,230.0233002,0.074438341,230.0233002,0.093077466,230.0233002,0.056582313,230.0233002,0.051737387,230.0233002,0.077283755,230.0233002,0.049131028,230.0233002,0.056487933,230.0233002,0.056358732,230.0233002,0.077529326,230.0233002,0.076473027,230.0233002,0.084981129,230.0233002,0.103541367,230.0233002,0.077178642,230.0233002,0.191770792,230.0233002,0.032659147,230.0233002,0.041570075,230.0233002,0.070294432,230.0233002,0.079430953,230.0233002,0.040635284,230.0233002,0.069774896,230.0233002,0.10492494,230.0233002,0.091687493,230.0233002,0.105513051,230.0233002,0.108426794,230.0233002,0.091280408,230.0233002,0.095249429,230.0233002,0.092178196,230.0233002,0.093664192,230.0233002,0.087474816,230.0233002,0.106322952
229.8662415,0.000265568,229.8662415,-0.005954902,229.8662415,0.046555262,229.8662415,0.032550823,229.8662415,0.048575252,229.8662415,0.035570215,229.8662415,0.042725872,229.8662415,0.040351469,229.8662415,0.019133067,229.8662415,0.028296806,229.8662415,0.023703616,229.8662415,0.029887872,229.8662415,0.036334887,229.8662415,0.044420797,229.8662415,0.032665901,229.8662415,0.04451368,229.8662415,0.043105658,229.8662415,0.056219641,229.8662415,0.053197622,229.8662415,0.046340067,229.8662415,0.043218594,229.8662415,0.033554927,229.8662415,0.094153889,229.8662415,0.091319919,229.8662415,0.081061505,229.8662415,0.072895452,229.8662415,0.012401863,229.8662415,0.027331701,229.8662415,0.05205591,229.8662415,0.030530855,229.8662415,0.04179509,229.8662415,0.03369103,229.8662415,0.040915642,229.8662415,0.027956581,229.8662415,0.045025002,229.8662415,0.045910399,229.8662415,0.051562514,229.8662415,0.041687656,229.8662415,0.068335228,229.8662415,0.083045661,229.8662415,0.040214825,229.8662415,0.032969814,229.8662415,0.014878104,229.8662415,0.024197266,229.8662415,0.051578924,229.8662415,0.048191551,229.8662415,0.05504702,229.8662415,0.054960463,229.8662415,0.075606354,229.8662415,0.088943757,229.8662415,0.038678546,229.8662415,0.010160312,229.8662415,0.031411402,229.8662415,0.025185678,229.8662415,0.02660021,229.8662415,0.0296006,229.8662415,0.015454887,229.8662415,0.021609327,229.8662415,0.076265752,229.8662415,0.068430245,229.8662415,0.044723555,229.8662415,0.10230501,229.8662415,0.095221192,229.8662415,0.100610696,229.8662415,0.107564122,229.8662415,0.096684046,229.8662415,0.078010388,229.8662415,0.095393151,229.8662415,0.0589067,229.8662415,0.05466995,229.8662415,0.080648921,229.8662415,0.051926885,229.8662415,0.058205657,229.8662415,0.057811078,229.8662415,0.081193276,229.8662415,0.079375319,229.8662415,0.088331103,229.8662415,0.106750943,229.8662415,0.080708049,229.8662415,0.194882736,229.8662415,0.034028891,229.8662415,0.043107059,229.8662415,0.073800296,229.8662415,0.083879754,229.8662415,0.040961925,229.8662415,0.070579387,229.8662415,0.108644024,229.8662415,0.095344044,229.8662415,0.110378981,229.8662415,0.113988645,229.8662415,0.095650345,229.8662415,0.098621979,229.8662415,0.096867748,229.8662415,0.097746797,229.8662415,0.09111502,229.8662415,0.109553926
229.7091827,0.000579767,229.7091827,-0.006150852,229.7091827,0.047796834,229.7091827,0.033675533,229.7091827,0.050314419,229.7091827,0.037321161,229.7091827,0.044472869,229.7091827,0.041522052,229.7091827,0.019910015,229.7091827,0.029351791,229.7091827,0.024579892,229.7091827,0.030653482,229.7091827,0.037798069,229.7091827,0.045234978,229.7091827,0.033837441,229.7091827,0.045098197,229.7091827,0.045005076,229.7091827,0.05800594,229.7091827,0.054814156,229.7091827,0.048280474,229.7091827,0.043823816,229.7091827,0.034255773,229.7091827,0.097988002,229.7091827,0.095148161,229.7091827,0.084425598,229.7091827,0.075741775,229.7091827,0.013020787,229.7091827,0.027768452,229.7091827,0.052883405,229.7091827,0.031495448,229.7091827,0.043607451,229.7091827,0.035819158,229.7091827,0.041840781,229.7091827,0.029047741,229.7091827,0.046075672,229.7091827,0.04713437,229.7091827,0.052714646,229.7091827,0.043053005,229.7091827,0.070275076,229.7091827,0.085251443,229.7091827,0.041550167,229.7091827,0.034269359,229.7091827,0.015352084,229.7091827,0.024874032,229.7091827,0.052981921,229.7091827,0.049941231,229.7091827,0.056335479,229.7091827,0.056846783,229.7091827,0.07868965,229.7091827,0.091055125,229.7091827,0.039944142,229.7091827,0.010732451,229.7091827,0.031830605,229.7091827,0.026865484,229.7091827,0.027488478,229.7091827,0.030623427,229.7091827,0.016441887,229.7091827,0.022737442,229.7091827,0.078693718,229.7091827,0.070423216,229.7091827,0.045713756,229.7091827,0.104666539,229.7091827,0.098982133,229.7091827,0.104429267,229.7091827,0.112038568,229.7091827,0.101536408,229.7091827,0.080596246,229.7091827,0.097975649,229.7091827,0.060996123,229.7091827,0.057121098,229.7091827,0.081885941,229.7091827,0.053859383,229.7091827,0.060389441,229.7091827,0.060123518,229.7091827,0.08464092,229.7091827,0.082581632,229.7091827,0.09219183,229.7091827,0.109886982,229.7091827,0.083264604,229.7091827,0.194945872,229.7091827,0.035628211,229.7091827,0.044072893,229.7091827,0.076965466,229.7091827,0.085830584,229.7091827,0.042754438,229.7091827,0.072241545,229.7091827,0.112802401,229.7091827,0.0995977,229.7091827,0.114114128,229.7091827,0.118899413,229.7091827,0.099293023,229.7091827,0.101848021,229.7091827,0.099507354,229.7091827,0.100068189,229.7091827,0.093655393,229.7091827,0.112803042
229.552124,0.000595682,229.552124,-0.005625344,229.552124,0.048811078,229.552124,0.034626566,229.552124,0.05130937,229.552124,0.038871292,229.552124,0.045222998,229.552124,0.042729586,229.552124,0.020917716,229.552124,0.03031099,229.552124,0.025150429,229.552124,0.031842582,229.552124,0.03857157,229.552124,0.046171587,229.552124,0.034665283,229.552124,0.045930713,229.552124,0.045608137,229.552124,0.05926536,229.552124,0.056265786,229.552124,0.049960718,229.552124,0.044672396,229.552124,0.035074841,229.552124,0.099925391,229.552124,0.097073376,229.552124,0.085674413,229.552124,0.077270642,229.552124,0.013599488,229.552124,0.028506834,229.552124,0.054724179,229.552124,0.032837652,229.552124,0.044931002,229.552124,0.036767859,229.552124,0.042595707,229.552124,0.029685322,229.552124,0.047133476,229.552124,0.048408795,229.552124,0.053571425,229.552124,0.043566182,229.552124,0.071237847,229.552124,0.086676434,229.552124,0.041965559,229.552124,0.035194941,229.552124,0.015982213,229.552124,0.02578591,229.552124,0.054064646,229.552124,0.051354613,229.552124,0.057480711,229.552124,0.058118258,229.552124,0.080110542,229.552124,0.092727974,229.552124,0.04035959,229.552124,0.011495912,229.552124,0.032298282,229.552124,0.026978513,229.552124,0.028353449,229.552124,0.032020863,229.552124,0.017091505,229.552124,0.023394067,229.552124,0.080058187,229.552124,0.071604736,229.552124,0.046187278,229.552124,0.105347231,229.552124,0.101466946,229.552124,0.106681109,229.552124,0.115049474,229.552124,0.103687175,229.552124,0.082586266,229.552124,0.099955566,229.552124,0.062262733,229.552124,0.058238599,229.552124,0.082972959,229.552124,0.055152696,229.552124,0.061778646,229.552124,0.061198529,229.552124,0.085546136,229.552124,0.08491011,229.552124,0.093166672,229.552124,0.112931572,229.552124,0.085119694,229.552124,0.193911418,229.552124,0.036353294,229.552124,0.044520766,229.552124,0.078822404,229.552124,0.088029414,229.552124,0.043401692,229.552124,0.073278457,229.552124,0.114119783,229.552124,0.10188622,229.552124,0.117310636,229.552124,0.121615134,229.552124,0.101344705,229.552124,0.104253136,229.552124,0.101717852,229.552124,0.101785228,229.552124,0.09584865,229.552124,0.11467161
229.39505,0.000314318,229.39505,-0.006028841,229.39505,0.049235392,229.39505,0.035262935,229.39505,0.05236296,229.39505,0.039051294,229.39505,0.045981329,229.39505,0.043331727,229.39505,0.021724861,229.39505,0.030845035,229.39505,0.025370743,229.39505,0.03189484,229.39505,0.039527159,229.39505,0.046903662,229.39505,0.035479423,229.39505,0.046729859,229.39505,0.046516046,229.39505,0.059204243,229.39505,0.056943487,229.39505,0.050614189,229.39505,0.045171496,229.39505,0.03555277,229.39505,0.100986056,229.39505,0.100154996,229.39505,0.086632885,229.39505,0.077936448,229.39505,0.013964839,229.39505,0.028777286,229.39505,0.055387069,229.39505,0.033337161,229.39505,0.046014626,229.39505,0.037270531,229.39505,0.043014474,229.39505,0.03043214,229.39505,0.04778773,229.39505,0.048704531,229.39505,0.054477077,229.39505,0.044296455,229.39505,0.07190787,229.39505,0.087571964,229.39505,0.042709623,229.39505,0.035621915,229.39505,0.016185215,229.39505,0.02611633,229.39505,0.054789193,229.39505,0.052043013,229.39505,0.058628853,229.39505,0.058989331,229.39505,0.081276543,229.39505,0.094175272,229.39505,0.040592451,229.39505,0.011424364,229.39505,0.032833911,229.39505,0.027315602,229.39505,0.028904732,229.39505,0.032090064,229.39505,0.017411977,229.39505,0.023867264,229.39505,0.081378751,229.39505,0.073116809,229.39505,0.047069281,229.39505,0.106119707,229.39505,0.103162319,229.39505,0.108627267,229.39505,0.117322914,229.39505,0.105242923,229.39505,0.083608627,229.39505,0.101467408,229.39505,0.063881278,229.39505,0.058945507,229.39505,0.084851854,229.39505,0.056197986,229.39505,0.062590182,229.39505,0.06232449,229.39505,0.087738611,229.39505,0.086709745,229.39505,0.094997369,229.39505,0.114105776,229.39505,0.087448567,229.39505,0.203865543,229.39505,0.036951106,229.39505,0.045444049,229.39505,0.080434754,229.39505,0.089471988,229.39505,0.043218277,229.39505,0.073713817,229.39505,0.11638429,229.39505,0.104633309,229.39505,0.119548425,229.39505,0.1236922,229.39505,0.103519581,229.39505,0.10686826,229.39505,0.103680037,229.39505,0.103700221,229.39505,0.097039714,229.39505,0.116122
229.2379761,0.000380665,229.2379761,-0.005785633,229.2379761,0.050479602,229.2379761,0.036054205,229.2379761,0.053962048,229.2379761,0.0403855,229.2379761,0.047256295,229.2379761,0.044359725,229.2379761,0.022059448,229.2379761,0.031316798,229.2379761,0.026487306,229.2379761,0.032820344,229.2379761,0.039780334,229.2379761,0.047701336,229.2379761,0.036244888,229.2379761,0.047422715,229.2379761,0.047746006,229.2379761,0.060256608,229.2379761,0.057999372,229.2379761,0.052373532,229.2379761,0.04614421,229.2379761,0.035897538,229.2379761,0.103489228,229.2379761,0.102019519,229.2379761,0.088654116,229.2379761,0.08022178,229.2379761,0.014287532,229.2379761,0.029187281,229.2379761,0.055753987,229.2379761,0.034353513,229.2379761,0.046928577,229.2379761,0.038269535,229.2379761,0.043942407,229.2379761,0.030915296,229.2379761,0.048517499,229.2379761,0.049575388,229.2379761,0.055614706,229.2379761,0.045069624,229.2379761,0.073699646,229.2379761,0.088325523,229.2379761,0.043500368,229.2379761,0.036704052,229.2379761,0.01661896,229.2379761,0.027130617,229.2379761,0.056464288,229.2379761,0.053189985,229.2379761,0.059687484,229.2379761,0.060254615,229.2379761,0.083521493,229.2379761,0.095404923,229.2379761,0.041051995,229.2379761,0.011941786,229.2379761,0.033301413,229.2379761,0.028260199,229.2379761,0.029448766,229.2379761,0.033121038,229.2379761,0.018038441,229.2379761,0.024829708,229.2379761,0.083053343,229.2379761,0.075253829,229.2379761,0.047777098,229.2379761,0.107369244,229.2379761,0.105505228,229.2379761,0.111187413,229.2379761,0.119720943,229.2379761,0.107322775,229.2379761,0.085285619,229.2379761,0.102439351,229.2379761,0.064864099,229.2379761,0.060659274,229.2379761,0.08596611,229.2379761,0.057719566,229.2379761,0.063986756,229.2379761,0.063462846,229.2379761,0.088920534,229.2379761,0.087694824,229.2379761,0.097198442,229.2379761,0.116321147,229.2379761,0.08822801,229.2379761,0.209768266,229.2379761,0.037322629,229.2379761,0.046149708,229.2379761,0.082357906,229.2379761,0.090759575,229.2379761,0.043799851,229.2379761,0.074638195,229.2379761,0.119691826,229.2379761,0.106209815,229.2379761,0.122784987,229.2379761,0.125680357,229.2379761,0.106086619,229.2379761,0.10826093,229.2379761,0.106233381,229.2379761,0.106333099,229.2379761,0.099400245,229.2379761,0.118475236
229.0809174,0.000625156,229.0809174,-0.005513562,229.0809174,0.050585832,229.0809174,0.03638586,229.0809174,0.054620426,229.0809174,0.040568631,229.0809174,0.047306892,229.0809174,0.044380739,229.0809174,0.022399634,229.0809174,0.031729586,229.0809174,0.027051266,229.0809174,0.033233278,229.0809174,0.040618427,229.0809174,0.047965743,229.0809174,0.036425129,229.0809174,0.04787131,229.0809174,0.047448672,229.0809174,0.061074775,229.0809174,0.058540691,229.0809174,0.052964024,229.0809174,0.045854557,229.0809174,0.03656565,229.0809174,0.104563288,229.0809174,0.102377549,229.0809174,0.089154407,229.0809174,0.081023909,229.0809174,0.014359956,229.0809174,0.029504173,229.0809174,0.056055799,229.0809174,0.034652162,229.0809174,0.047017876,229.0809174,0.038813885,229.0809174,0.044108134,229.0809174,0.031045511,229.0809174,0.048887555,229.0809174,0.049917042,229.0809174,0.055308793,229.0809174,0.045615412,229.0809174,0.073882714,229.0809174,0.089313649,229.0809174,0.043430585,229.0809174,0.037131131,229.0809174,0.016927967,229.0809174,0.026674798,229.0809174,0.056754027,229.0809174,0.053599302,229.0809174,0.060177628,229.0809174,0.060918618,229.0809174,0.084254563,229.0809174,0.095807046,229.0809174,0.041279271,229.0809174,0.012458174,229.0809174,0.033673964,229.0809174,0.028354304,229.0809174,0.030005991,229.0809174,0.033407297,229.0809174,0.018339548,229.0809174,0.025123633,229.0809174,0.083771154,229.0809174,0.075117663,229.0809174,0.047837783,229.0809174,0.10761708,229.0809174,0.105966643,229.0809174,0.111719951,229.0809174,0.121159449,229.0809174,0.109813109,229.0809174,0.086187541,229.0809174,0.103711888,229.0809174,0.065364815,229.0809174,0.061204489,229.0809174,0.087240703,229.0809174,0.058868278,229.0809174,0.064960383,229.0809174,0.064444721,229.0809174,0.089929119,229.0809174,0.088572755,229.0809174,0.097619407,229.0809174,0.117589667,229.0809174,0.088776015,229.0809174,0.207977459,229.0809174,0.037601817,229.0809174,0.046264932,229.0809174,0.083351597,229.0809174,0.092415661,229.0809174,0.044090658,229.0809174,0.075082399,229.0809174,0.120514624,229.0809174,0.108172588,229.0809174,0.123848476,229.0809174,0.127478451,229.0809174,0.106835619,229.0809174,0.109490231,229.0809174,0.107277036,229.0809174,0.10659904,229.0809174,0.100631252,229.0809174,0.11942596
